Año;Mes;Día;Temp. Máx (°C);Temp. Mín (°C);Humedad (%);Precipitación (mm)
2025;03;19;20.3;10.2;87.6;11.5
2025;03;20;20;9.8;84.5;14.6
2025;03;21;21;8.2;86.4;16.0
2025;03;22;21.8;8.8;86.3;0.0
2025;03;23;21;9;85.7;3.4
2025;03;24;21.1;10.4;86.8;3.2
2025;03;25;19.9;9;89.3;5.2
2025;03;26;19.3;8.8;91.7;8.8
2025;03;27;17.4;10;91.1;10.2
2025;03;28;19.6;10.6;90.7;5.5
2025;03;29;16.3;10.5;92.5;5.6
2025;03;30;18.8;11;89.5;27.2
2025;03;31;18.5;10.8;91.0;16.8
2025;04;01;19.8;10.6;89.1;0.0
2025;04;01;19.8;10.6;89.1;20.4
2025;04;02;18.6;9.6;90.5;13.4
2025;04;03;17.6;9.5;90.6;10.0
2025;04;04;20.8;9.2;88.1;23.6
2025;04;05;19;8.6;90.5;4.0
2025;04;06;19.4;9.4;88.1;0.0
2025;04;07;22;8;80.7;3.5
2025;04;08;19;7.8;86.7;2.6
2025;04;09;20.8;7.5;85.8;29.5
2025;04;10;18.8;8;89.2;10.1
2025;04;11;17.4;10.2;89.2;6.5
2025;04;12;20.5;8;82.4;15.6
2025;04;13;20.5;9.3;87.1;7.0
2025;04;14;21.7;8.8;85.5;1.0
2025;04;15;20.4;8.2;88.5;3.2
2025;04;16;20.6;8.5;85.6;12.0
2025;04;17;19.6;8;87.5;19.4
2025;04;18;20;9;85.5;1.8
2025;04;19;20.2;8.7;87.0;9.2
2025;04;20;18;9.8;86.3;1.0
2025;04;21;20.3;9.9;88.0;4.5
2025;04;22;18.8;9;85.0;0.0
2025;04;23;21.4;9.6;82.7;3.8
2025;04;24;20.4;7.3;86.1;0.0
2025;04;25;19.8;10.3;86.9;14.6
2025;04;26;20.5;10;80.8;0.0
2025;04;27;20.2;8;83.9;0.0
2025;04;28;19;7.7;83.6;5.6
2025;04;29;17.5;9.4;88.2;6.0
2025;04;30;19.5;9;87.6;20.0
2025;05;01;17;9.6;90.3;13.4
2025;05;02;18;8;89.0;3.2
2025;05;03;19.6;7.8;85.7;11.4
2025;05;04;19.3;9.8;86.2;1.2
2025;05;05;19.6;8;87.4;14.5
2025;05;06;18.8;9.8;89.6;3.2
2025;05;07;20.7;6.8;83.9;0.5
2025;05;08;22.6;7;80.8;0.0
2025;05;09;22.5;6.8;80.0;0.0
2025;05;10;21;6.6;78.8;0.0
2025;05;11;21.4;8.7;80.5;0.0
2025;05;12;21.8;7.3;79.1;0.0
2025;05;13;21;7.2;82.5;0.0
2025;05;14;23.2;7;76.2;0.0
2025;05;15;21.4;7.1;82.3;0.0
2025;05;16;19.5;7.3;86.8;0.0
2025;05;17;20;7;86.3;0.5
2025;05;18;21.2;6;82.7;0.0
2025;05;19;19.5;7.1;88.8;1.2
2025;05;20;18.6;7.4;88.3;0.0
2025;05;21;19.4;6.8;87.9;2.4
2025;05;22;21.2;7.6;80.6;0.0
2025;05;23;22;7;81.1;0.0
2025;05;24;22.2;6.8;85.0;0.0
2025;05;25;21.8;7.8;84.7;0.2
2025;05;26;21.5;7.2;84.4;0.0
2025;05;27;22.2;7.4;80.1;0.0
2025;05;28;23.4;7.3;81.5;32.0
2025;05;29;21.6;7;83.7;5.2
2025;05;30;19.2;9.1;87.8;1.4
2025;05;31;20;9.6;86.1;0.0
2025;06;01;21.4;9;86.3;1.2
2025;06;02;22.6;9.4;81.9;0.0
2025;06;03;23;5.4;82.2;0.0
2025;06;04;22.6;5.8;81.3;0.0
2025;06;05;23.5;5.8;75.7;0.0
2025;06;06;22.5;5.7;80.1;0.0
2025;06;07;20;10.4;85.8;0.0
2025;06;08;20.2;9;84.0;0.0
2025;06;09;23.6;7.4;80.6;0.0
2025;06;10;18.5;8.6;86.8;0.0
2025;06;11;18.6;8.2;86.8;0.0
2025;06;12;20.5;6;85.7;0.0
2025;06;13;21.2;5.8;86.2;0.0
2025;06;14;21;6.6;84.4;0.0
2025;06;15;20.4;8.6;84.3;0.0
2025;06;16;18.8;8.8;86.6;0.5
2025;06;17;20.6;9.6;87.7;2.8
2025;06;18;21.5;8;77.5;0.0
2025;06;19;22;7;76.3;0.0
2025;06;20;22.4;5.8;75.0;0.0
2025;06;21;23;5;77.9;0.0
2025;06;22;23.4;5.9;78.7;0.0
2025;06;23;22.8;5.8;78.6;0.0
2025;06;24;23;5.5;78.3;0.0
2025;06;25;21.2;6.1;77.7;0.0
2025;06;26;20.3;7;82.8;14.0
2025;06;27;20.5;8.6;78.5;4.2
2025;06;28;20.4;7;80.0;0.0
2025;06;29;22.2;6.2;68.7;0.0
2025;06;30;21;6.6;71.5;0.0
2025;07;01;20;6.5;78.2;0.0
2025;07;02;21.2;7;73.1;0.0
2025;07;03;21.8;5.6;72.7;0.0
2025;07;04;21;3.6;69.0;0.0
2025;07;05;21.5;3;65.8;0.0
2025;07;06;21.3;3.2;75.4;0.0
2025;07;07;22.2;3.8;65.6;0.0
2025;07;08;23;5;67.2;0.0
2025;07;09;22.8;4;66.9;0.0
2025;07;10;23.2;4.4;70.1;0.0
2025;07;11;23;4.6;69.4;0.0
2025;07;12;21;4.5;71.9;0.0
2025;07;13;21.8;5.5;70.3;0.0
2025;07;14;24;5.8;73.1;0.0
2025;07;15;24.5;5.2;60.3;0.0
2025;07;16;24.8;5.5;65.7;0.0
2025;07;17;24.8;5.8;67.4;0.0
2025;07;18;23.2;6.6;68.5;0.0
2025;07;19;19;7.7;72.9;0.0
2025;07;20;22;6;74.7;0.0
2025;07;21;23.4;4.7;66.6;0.0
2025;07;22;25.2;5.2;65.0;0.0
2025;07;23;23.2;5.6;72.3;0.0
2025;07;24;22;5;72.1;0.0
2025;07;25;22.2;7;70.3;0.0
2025;07;26;23;5.2;69.1;0.0
2025;07;27;20.5;6;73.7;0.0
2025;07;28;19.5;6.6;76.3;0.0
2025;07;29;21.6;5.8;76.7;0.0
2025;07;30;19.5;5.9;77.3;0.0
2025;07;31;19.5;6.2;76.5;0.2
2025;08;01;22;6;74.3;0.0
2025;08;02;23;5.2;69.1;0.0
2025;08;03;22.5;6.4;71.9;0.0
2025;08;04;21.9;6.3;71.6;0.0
2025;08;05;21.7;5.8;71.4;0.0
2025;08;06;21;9.3;73.5;0.0
2025;08;07;23.6;5.2;73.3;0.0
2025;08;08;21.5;4.7;74.5;0.0
2025;08;09;22;6.3;77.9;0.0
2025;08;10;21.4;7.5;82.4;0.3
2025;08;11;20.8;5.5;76.2;0.0
2025;08;12;21.7;5.8;76.2;0.0
2025;08;13;21.4;5;76.2;0.0
2025;08;14;20.3;5.5;80.5;0.0
2025;08;15;21.2;7.2;77.1;0.0
2025;08;16;22;6;78.6;0.0
2025;08;17;22.3;5.8;78.1;0.0
2025;08;18;21.8;6.7;78.6;0.0
2025;08;19;23.4;6.4;76.6;0.0
2025;08;20;24.9;6.1;69.1;0.0
2025;08;21;24;5.6;74.1;0.0
2025;08;22;21.4;5.9;70.4;0.0
2025;08;23;21.4;6.3;74.8;0.0
2025;08;24;23.2;6.8;69.3;0.0
2025;08;25;21.8;6.5;73.6;0.0
2025;08;26;23.5;6;71.2;0.0
2025;08;27;24.6;5.8;70.9;0.0
2025;08;28;24;7.2;73.0;0.0
2025;08;29;24.2;5.2;73.6;0.0
2025;08;30;23.7;5.1;54.0;0.0
2025;08;31;23.1;5.4;71.2;0.0
2025;09;01;25;5.8;66.0;2.2
2025;09;02;21.2;8.3;72.6;0.0
2025;09;03;23.8;6.3;64.9;0.0
2025;09;04;24.2;6;63.8;0.0
2025;09;05;23.8;5;65.5;0.0
2025;09;06;21.3;6.7;68.5;0.0
2025;09;07;21.5;5.5;77.6;0.0
2025;09;08;24;6;68.9;0.0
2025;09;09;21.8;7.2;77.5;0.0
2025;09;10;23.3;7.8;71.1;0.0
2025;09;11;23.4;8;68.9;0.0
2025;09;12;23;7;69.5;0.0
2025;09;13;23.5;7.2;70.6;0.0
2025;09;14;24.2;7;71.7;0.0
2025;09;15;23.8;7.3;71.4;0.0
2025;09;16;23;7.4;70.3;0.0
2025;09;17;22.6;6.9;71.6;0.0
2025;09;18;23.6;7.3;75.3;1.2
2025;09;19;22.5;6.4;78.1;0.8
2025;09;20;23.4;9;79.6;5.5
2025;09;21;24;6.6;76.0;0.0
2025;09;22;22.9;8.3;78.5;3.0
2025;09;23;22.6;7.5;78.9;0.0
2025;09;24;21.8;8.2;73.7;3.4
2025;09;25;22;10;80.4;0.0
2025;09;26;22.4;8.4;82.9;6.2
2025;09;27;23.2;6.6;75.5;0.0
2025;09;28;21.4;6.5;80.5;0.0
2025;09;29;21.6;10;76.9;7.6
2025;09;30;23;9.8;80.7;1.2
2025;10;01;21;9;80.6;4.2
2025;10;02;21.5;7.5;83.3;11.4
2025;10;03;18.8;10.4;85.1;13.0
2025;10;04;22;7.8;81.5;14.7
2025;10;05;21.5;7;81.5;4.5
2025;10;06;24.3;7.2;73.5;0.0
2025;10;07;22;9.2;79.2;0.0
2025;10;08;22.4;9;78.0;1.2
2025;10;09;21.4;8.2;78.7;4.5
2025;10;10;19.9;8;86.2;11.4
2025;10;11;20.8;8.6;81.0;7.8
2025;10;12;20;9.8;81.8;2.0
2025;10;13;20.7;8.7;77.8;0.0
2025;10;14;22.6;7.2;75.7;1.0
2025;10;15;23;5.4;77.7;0.0
2025;10;16;22.7;8;75.6;2.4
2025;10;17;21.5;8.8;81.2;9.2
2025;10;18;21.6;7.8;78.3;0.0
2025;10;19;20.9;9.5;80.8;3.4
2025;10;20;20.6;9;82.7;12.7
2025;10;21;20;8.2;82.0;5.4
2025;10;22;18;9.2;86.9;3.6
2025;10;23;21;9;80.8;0.5
2025;10;24;22.5;9.2;75.5;3.8
2025;10;25;19.6;8.2;83.1;6.7
2025;10;26;20.4;8.6;81.5;1.7
2025;10;27;19.7;10.2;84.8;1.6
2025;10;28;19.8;8.4;82.7;0.0
2025;10;29;22.4;9.7;81.4;5.2
