Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:MOLLEPATA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:MOLLEPATA
,Latitud:8°11'28.93'',Longitud:77°57'14.3'',Altitud:2708,msnm.
,Tipo:PE,-Meteorológica,Código:108046
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día),MAX,MIN,TOTAL
2021-09-01,24.9
,10.7,70.0,0.0
2021-09-02,23.9
,10,73.0,0.0
2021-09-03,24.7
,11.4,69.6,0.5
2021-09-04,23.4
,10.4,70.2,1.3
2021-09-05,21.2
,10,68.8,1.8
2021-09-06,20.6
,11.1,73.3,0.0
2021-09-07,21.5
,9.8,74.7,7.1
2021-09-08,20.4
,9.5,74.8,12.4
2021-09-09,21.9
,11,71.3,0.2
2021-09-10,23.1
,11.1,68.8,0.0
2021-09-11,17.7
,10.3,79.4,0.5
2021-09-12,24
,10.2,64.8,0.0
2021-09-13,20.9
,11.5,73.2,0.0
2021-09-14,22.5
,10,74.7,1.5
2021-09-15,21.9
,9.8,69.1,0.0
2021-09-16,21.1
,10.6,67.7,0.0
2021-09-17,23.8
,12.4,61.7,0.0
2021-09-18,24.9
,10.4,58.6,0.0
2021-09-19,24.2
,8.9,58.8,0.0
2021-09-20,22.7
,11,65.1,0.0
2021-09-21,22.4
,10.2,68.0,0.0
2021-09-22,22.7
,10.9,68.4,0.0
2021-09-23,22.4
,10,62.7,0.0
2021-09-24,23.2
,9.6,64.6,0.0
2021-09-25,24.8
,11.8,65.0,0.0
2021-09-26,26.8
,12.8,62.1,0.0
2021-09-27,24.4
,9.6,62.0,0.0
2021-09-28,23
,9.3,64.0,0.0
2021-09-29,20.6
,9.9,69.3,0.0
2021-09-30,22.6
,10.2,71.7,0.0
