Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:MOLLEPATA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:MOLLEPATA
,Latitud:8°11'28.93'',Longitud:77°57'14.3'',Altitud:2708,msnm.
,Tipo:PE,-Meteorológica,Código:108046
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día),MAX,MIN,TOTAL
2021-10-01,22.8
,11,69.5,0.2
2021-10-02,23.2
,12.2,77.5,5.9
2021-10-03,20.4
,9.9,69.8,2.8
2021-10-04,23.4
,10.5,75.5,3.9
2021-10-05,20.3
,11.2,85.8,1.3
2021-10-06,21.9
,10,78.7,6.8
2021-10-07,21.7
,10.8,79.2,1.0
2021-10-08,22.7
,11.1,74.1,2.2
2021-10-09,21.7
,11.9,84.0,3.0
2021-10-10,21
,11.4,83.1,2.6
2021-10-11,22.6
,10.1,74.1,0.0
2021-10-12,25.4
,12,69.1,0.0
2021-10-13,26.8
,13.4,63.6,0.0
2021-10-14,23.5
,11,76.0,6.8
2021-10-15,18.8
,11.2,90.2,4.3
2021-10-16,19.9
,11.6,82.4,7.6
2021-10-17,20.8
,11.4,82.5,7.8
2021-10-18,19.7
,10.7,85.1,6.9
2021-10-19,18
,10.8,89.5,24.7
2021-10-20,19.6
,9.6,87.9,1.6
2021-10-21,16.7
,10.2,84.4,3.9
2021-10-22,20.4
,10.9,84.2,6.0
2021-10-23,21.8
,9.9,82.3,0.8
2021-10-24,21.4
,10.5,78.5,0.0
2021-10-25,18.6
,9.8,77.4,0.0
2021-10-26,21.6
,10.7,78.5,1.4
2021-10-27,20.9
,11.8,79.3,0.0
2021-10-28,22.9
,11.2,70.7,0.2
2021-10-29,22.2
,11.3,79.6,2.1
2021-10-30,21.3
,10.7,74.7,0.0
2021-10-31,22
,10.2,71.6,6.7
