Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:MOLLEPATA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:MOLLEPATA
,Latitud:8°11'28.93'',Longitud:77°57'14.3'',Altitud:2708,msnm.
,Tipo:PE,-Meteorológica,Código:108046
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día),MAX,MIN,TOTAL
2025-03-01,16.8
,11.6,92.8,16.4
2025-03-02,17.2
,10.9,91.4,27.9
2025-03-03,16.1
,11.3,92.2,2.0
2025-03-04,17
,11.6,91.1,17.5
2025-03-05,18.7
,10.5,83.4,6.8
2025-03-06,19.6
,10.7,91.4,0.1
2025-03-07,19.5
,9.3,90.6,0.0
2025-03-08,18.8
,10.4,93.2,0.0
2025-03-09,19.9
,10,91.9,0.0
2025-03-10,21.7
,11.4,93.0,0.0
2025-03-11,18.8
,11.1,89.6,0.0
2025-03-12,20.3
,11.4,91.5,7.9
2025-03-13,20.2
,11.6,93.0,12.6
2025-03-14,17.1
,10.9,93.7,14.5
2025-03-15,16.2
,11.1,93.4,13.4
2025-03-16,17
,11,94.3,12.4
2025-03-17,19.8
,11.3,93.8,7.2
2025-03-18,18.5
,11.7,90.9,12.2
2025-03-19,20.2
,11.2,93.6,13.8
2025-03-20,20.6
,12.1,91.9,0.9
2025-03-21,22
,11.9,90.0,1.5
2025-03-22,20.4
,12,90.6,0.6
2025-03-23,21.6
,12.3,86.7,0.5
2025-03-24,21.3
,12.8,91.9,2.9
2025-03-25,21.2
,11.8,90.8,1.5
2025-03-26,18.1
,12.1,92.0,9.3
2025-03-27,19.2
,11.8,91.7,3.5
2025-03-28,18.6
,11.8,94.1,11.3
2025-03-29,17
,11.9,93.9,8.4
2025-03-30,18.6
,12.1,89.5,5.8
2025-03-31,18.2
,11.8,92.8,5.4
