Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:MOLLEPATA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:MOLLEPATA
,Latitud:8°11'28.93'',Longitud:77°57'14.3'',Altitud:2708,msnm.
,Tipo:PE,-Meteorológica,Código:108046
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día),MAX,MIN,TOTAL
2025-02-01,22
,12.3,84.3,4.0
2025-02-02,18
,12.2,90.0,6.3
2025-02-03,16.9
,11.4,91.2,7.5
2025-02-04,18.1
,11.2,90.8,7.7
2025-02-05,17.2
,11.7,92.8,11.0
2025-02-06,18.8
,10.9,86.8,5.4
2025-02-07,19.4
,11.7,87.9,4.4
2025-02-08,20.4
,11.9,85.6,5.4
2025-02-09,22.1
,11.7,86.5,4.3
2025-02-10,17.9
,12,90.3,3.8
2025-02-11,19.2
,11,88.8,8.6
2025-02-12,17.1
,10.8,88.7,5.4
2025-02-13,21.2
,10.9,85.2,6.4
2025-02-14,20.5
,11.4,84.0,22.9
2025-02-15,20.8
,11.2,86.4,1.3
2025-02-16,16.5
,11.1,93.3,15.1
2025-02-17,15.6
,11,92.7,6.6
2025-02-18,17.4
,9.3,87.1,24.0
2025-02-19,18.8
,9.8,88.9,5.1
2025-02-20,19.6
,10.1,91.7,12.5
2025-02-21,20.2
,11.6,88.2,8.4
2025-02-22,18
,12.1,94.3,6.6
2025-02-23,19.6
,11.7,91.1,11.8
2025-02-24,18.8
,11.9,91.3,6.7
2025-02-25,19.8
,12.2,86.6,0.2
2025-02-26,21.6
,11.4,88.1,16.0
2025-02-27,20.1
,10.9,86.6,2.8
2025-02-28,19.3
,12,84.2,9.9
