Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:MOLLEPATA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:MOLLEPATA
,Latitud:8°11'28.93'',Longitud:77°57'14.3'',Altitud:2708,msnm.
,Tipo:PE,-Meteorológica,Código:108046
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día),MAX,MIN,TOTAL
2024-06-01,25.3
,9.3,60.2,0.0
2024-06-02,24.7
,9.8,54.3,0.0
2024-06-03,26.4
,9.6,57.2,0.0
2024-06-04,24.3
,8.8,66.6,0.0
2024-06-05,23.6
,8.9,58.4,0.0
2024-06-06,23.2
,8.7,67.9,0.0
2024-06-07,24.3
,10.1,63.9,0.0
2024-06-08,23.6
,9.1,67.5,0.0
2024-06-09,21.4
,9.7,69.1,1.8
2024-06-10,19.8
,10.6,79.2,0.8
2024-06-11,22
,9.7,76.7,0.0
2024-06-12,21.6
,9.1,74.1,0.0
2024-06-13,21.3
,9,79.6,3.4
2024-06-14,21
,8.2,83.8,0.0
2024-06-15,21.8
,9.3,85.3,0.0
2024-06-16,21.3
,10.2,87.0,0.0
2024-06-17,22.8
,10.3,86.0,0.2
2024-06-18,20.8
,9.7,82.5,0.0
2024-06-19,20.2
,9.5,84.8,0.0
2024-06-20,20.6
,9.9,85.8,0.0
2024-06-21,18.8
,11,87.8,1.0
2024-06-22,20.1
,11.6,84.5,0.0
2024-06-23,22.6
,9.6,83.5,0.2
2024-06-24,24.3
,9.7,75.8,0.0
2024-06-25,22.9
,8.9,79.1,0.0
2024-06-26,21.6
,8.4,81.4,0.0
2024-06-27,22
,7.5,76.6,0.0
2024-06-28,21.8
,7.8,81.7,0.0
2024-06-29,22
,8.3,79.2,0.0
2024-06-30,22.6
,9.8,84.0,0.0
