Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:MOLLEPATA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:MOLLEPATA
,Latitud:8°11'28.93'',Longitud:77°57'14.3'',Altitud:2708,msnm.
,Tipo:PE,-Meteorológica,Código:108046
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día),MAX,MIN,TOTAL
2024-09-01,25.7
,12,62.2,0.0
2024-09-02,22.4
,11.4,65.4,0.0
2024-09-03,24
,10.1,62.4,0.0
2024-09-04,24.4
,10.9,65.1,0.0
2024-09-05,26.1
,12.1,61.9,0.0
2024-09-06,26.7
,12.1,70.7,0.0
2024-09-07,25.8
,11.1,63.4,0.0
2024-09-08,27.7
,11.3,55.4,0.0
2024-09-09,26.6
,13.3,59.6,0.0
2024-09-10,23.5
,11.8,58.5,0.0
2024-09-11,25.1
,10.4,63.3,0.0
2024-09-12,23.7
,11,62.3,0.0
2024-09-13,25.9
,10.8,62.9,0.0
2024-09-14,25
,11.3,66.5,0.0
2024-09-15,27.5
,12.3,65.5,0.0
2024-09-16,26.9
,11.9,64.6,0.0
2024-09-17,26.8
,12,67.3,0.0
2024-09-18,25.3
,12.2,63.3,0.0
2024-09-19,26.7
,11.9,69.2,0.0
2024-09-20,23.8
,11.8,65.1,0.0
2024-09-21,21.6
,9.9,69.2,0.0
2024-09-22,20.9
,11.7,69.7,0.0
2024-09-23,24.3
,10.5,66.7,0.0
2024-09-24,24.6
,11.4,64.9,0.0
2024-09-25,24.5
,11,66.0,0.0
2024-09-26,24.2
,12.1,67.8,2.2
2024-09-27,20.4
,11.3,85.2,9.4
2024-09-28,17
,11.2,88.5,5.1
2024-09-29,18.9
,10.7,81.3,0.0
2024-09-30,22.3
,10.7,76.0,0.0
