Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:MOLLEPATA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:MOLLEPATA
,Latitud:8°11'28.93'',Longitud:77°57'14.3'',Altitud:2708,msnm.
,Tipo:PE,-Meteorológica,Código:108046
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día),MAX,MIN,TOTAL
2023-05-01,22.1
,9.7,81.1,0.0
2023-05-02,24.7
,8.8,71.8,0.0
2023-05-03,22.8
,9.8,73.2,0.0
2023-05-04,24.2
,9.2,71.5,0.0
2023-05-05,23
,8.9,78.0,0.0
2023-05-06,22.4
,9.6,74.9,0.0
2023-05-07,21
,10,83.4,2.2
2023-05-08,24.2
,11,79.6,0.4
2023-05-09,20.6
,11.8,82.5,14.7
2023-05-10,22
,10.1,82.0,8.2
2023-05-11,22.1
,9.9,77.3,0.1
2023-05-12,21.7
,9.8,81.9,0.0
2023-05-13,24.9
,10.7,70.2,0.0
2023-05-14,23.2
,8.7,73.7,0.0
2023-05-15,23.3
,9,69.5,0.0
2023-05-16,23.7
,8.9,72.9,0.0
2023-05-17,22.8
,8.4,76.3,0.0
2023-05-18,23.6
,8.2,70.9,0.0
2023-05-19,22.6
,8.7,79.0,0.2
2023-05-20,21.9
,10,75.6,0.0
2023-05-21,22.5
,10.2,71.6,0.0
2023-05-22,23.4
,8,74.0,0.0
2023-05-23,22.4
,8.8,77.0,0.0
2023-05-24,22.1
,9.4,80.7,3.0
2023-05-25,20
,10.1,82.8,0.9
2023-05-26,23.3
,10.7,81.5,0.2
2023-05-27,21.4
,9.7,76.5,0.0
2023-05-28,20.6
,9.9,79.4,2.9
2023-05-29,21.4
,8.8,75.6,0.0
2023-05-30,22.7
,9.6,78.0,0.0
2023-05-31,21.9
,9.5,79.6,0.0
