Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:MOLLEPATA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:MOLLEPATA
,Latitud:8°11'28.93'',Longitud:77°57'14.3'',Altitud:2708,msnm.
,Tipo:PE,-Meteorológica,Código:108046
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día),MAX,MIN,TOTAL
2025-04-01,18.5
,12,88.9,13.9
2025-04-02,20
,11.2,90.0,4.5
2025-04-03,19.6
,11.6,90.1,13.6
2025-04-04,19.4
,11.9,92.1,3.3
2025-04-05,20.9
,12.3,88.7,0.0
2025-04-06,19.8
,11.9,90.8,0.0
2025-04-07,21.6
,11.1,89.5,1.4
2025-04-08,22.6
,11.8,87.6,0.0
2025-04-09,20.9
,11.6,87.1,9.0
2025-04-10,20.7
,12.2,92.1,3.9
2025-04-11,16.7
,11.5,92.1,4.1
2025-04-12,19.2
,10.3,85.9,5.9
2025-04-13,19.6
,11.2,91.1,3.5
2025-04-14,21.7
,11.1,87.8,2.2
2025-04-15,22
,11.6,87.3,1.8
2025-04-16,21.5
,11.1,87.6,2.5
2025-04-17,22.5
,11.5,85.5,0.4
2025-04-18,21.3
,11.7,89.8,0.5
2025-04-19,23.3
,12.4,79.5,0.0
2025-04-20,18.4
,10.8,81.7,1.2
2025-04-21,21.3
,11.4,88.2,2.1
2025-04-22,18.6
,11.6,85.0,0.3
2025-04-23,21.6
,9.8,82.1,0.3
2025-04-24,20.4
,10.6,86.0,0.2
2025-04-25,18.2
,11.7,94.2,3.2
2025-04-26,19.6
,10.4,87.4,0.5
2025-04-27,19.6
,10,87.4,0.5
2025-04-28,19.2
,11.6,86.0,0.0
2025-04-29,19.7
,11.8,88.9,2.3
2025-04-30,20.1
,11.2,88.0,7.1
