Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CASAGRANDE
,Departamento:LA,LIBERTAD,Provincia:ASCOPE,Distrito:CASAGRANDE
,Latitud:7°45'1.11'',Longitud:79°11'19.3'',Altitud:142,msnm.
,Tipo:EMA,-Meteorológica,Código:472D30C8
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/11/01,00:00,16.2,0.0,82,300,0.0
2024/11/01,01:00,16.1,0.0,83,293,0.0
2024/11/01,02:00,15.6,0.0,86,263,0.0
2024/11/01,03:00,15.2,0.0,88,281,0.0
2024/11/01,04:00,15.4,0.0,88,218,0.0
2024/11/01,05:00,15.1,0.0,91,295,0.0
2024/11/01,06:00,15.1,0.0,92,286,0.0
2024/11/01,07:00,15.5,0.0,92,313,0.0
2024/11/01,08:00,17.1,0.0,85,299,0.0
2024/11/01,09:00,18.9,0.0,75,255,0.0
2024/11/01,10:00,20.9,0.0,68,232,0.0
2024/11/01,11:00,22.5,0.0,63,216,0.0
2024/11/01,12:00,23.4,0.0,61,202,0.0
2024/11/01,13:00,24.1,0.0,59,206,0.0
2024/11/01,14:00,23.8,0.0,59,203,0.0
2024/11/01,15:00,23.0,0.0,61,215,0.0
2024/11/01,16:00,22.6,0.0,62,216,0.0
2024/11/01,17:00,21.9,0.0,65,215,0.0
2024/11/01,18:00,20.4,0.0,72,214,0.1
2024/11/01,19:00,18.4,0.0,80,226,0.0
2024/11/01,20:00,17.7,0.0,85,240,0.0
2024/11/01,21:00,17.2,0.0,88,249,0.0
2024/11/01,22:00,17.0,0.0,88,308,0.0
2024/11/01,23:00,16.7,0.0,88,287,0.0
2024/11/02,00:00,16.6,0.0,89,275,0.0
2024/11/02,01:00,16.5,0.0,89,281,0.0
2024/11/02,02:00,16.4,0.0,89,277,0.0
2024/11/02,03:00,16.4,0.0,89,258,0.0
2024/11/02,04:00,16.5,0.0,89,286,0.0
2024/11/02,05:00,16.4,0.0,89,267,0.0
2024/11/02,06:00,16.3,0.0,89,273,0.0
2024/11/02,07:00,16.5,0.0,90,246,0.0
2024/11/02,08:00,17.5,0.0,86,253,0.0
2024/11/02,09:00,19.6,0.0,76,246,0.0
2024/11/02,10:00,21.4,0.0,70,249,0.0
2024/11/02,11:00,23.1,0.0,64,224,0.0
2024/11/02,12:00,24.0,0.0,61,203,0.0
2024/11/02,13:00,23.9,0.0,61,203,0.0
2024/11/02,14:00,24.0,0.0,61,218,0.0
2024/11/02,15:00,23.3,0.0,63,205,0.0
2024/11/02,16:00,23.4,0.0,63,212,0.0
2024/11/02,17:00,21.7,0.0,68,214,0.0
2024/11/02,18:00,20.1,0.0,75,214,0.0
