AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/01/01,00:00,20.3,0.0,84,339,0.0
2025/01/01,01:00,20.3,0.0,83,344,0.0
2025/01/01,02:00,19.9,0.0,85,294,0.0
2025/01/01,03:00,19.7,0.0,85,229,0.0
2025/01/01,04:00,19.0,0.0,88,257,0.0
2025/01/01,05:00,18.7,0.0,91,231,0.0
2025/01/01,06:00,18.5,0.1,91,105,0.0
2025/01/01,07:00,18.7,0.4,94,127,0.0
2025/01/01,08:00,19.5,0.3,94,285,0.0
2025/01/01,09:00,21.0,0.3,91,24,0.0
2025/01/01,10:00,23.3,0.2,78,226,0.0
2025/01/01,11:00,26.2,0.1,63,232,0.0
2025/01/01,12:00,27.3,0.0,60,220,0.0
2025/01/01,13:00,27.2,0.0,57,220,0.0
2025/01/01,14:00,27.7,0.0,54,211,0.0
2025/01/01,15:00,27.9,0.0,52,220,0.0
2025/01/01,16:00,26.9,0.0,55,221,0.0
2025/01/01,17:00,25.8,0.0,58,208,0.0
2025/01/01,18:00,24.4,0.0,63,202,0.0
2025/01/01,19:00,22.3,0.0,72,203,0.0
2025/01/01,20:00,21.7,0.0,73,257,0.0
2025/01/01,21:00,21.9,0.0,71,240,0.0
2025/01/01,22:00,21.8,0.0,72,180,0.0
2025/01/01,23:00,21.2,0.0,76,132,0.0
2025/01/02,00:00,21.0,0.0,78,309,0.0
2025/01/02,01:00,20.7,0.0,82,256,0.0
2025/01/02,02:00,20.2,0.0,85,284,0.0
2025/01/02,03:00,19.9,0.0,86,299,0.0
2025/01/02,04:00,19.6,0.0,86,2,0.0
2025/01/02,05:00,19.2,0.8,91,145,0.0
2025/01/02,06:00,19.0,0.6,95,126,0.0
2025/01/02,07:00,19.3,0.6,95,171,0.0
2025/01/02,08:00,19.9,0.1,95,226,0.0
2025/01/02,09:00,21.5,0.0,88,242,0.0
2025/01/02,10:00,24.4,0.0,72,229,0.0
2025/01/02,11:00,26.2,0.0,65,228,0.0
2025/01/02,12:00,27.6,0.0,59,227,0.0
2025/01/02,13:00,27.1,0.0,60,214,0.0
2025/01/02,14:00,25.1,0.0,65,209,0.0
2025/01/02,15:00,24.3,0.0,67,194,0.0
2025/01/02,16:00,24.0,0.0,66,201,0.0
2025/01/02,17:00,23.2,0.0,70,191,0.0
2025/01/02,18:00,22.2,0.0,75,232,0.0
2025/01/02,19:00,21.5,0.0,79,181,0.0
2025/01/02,20:00,21.2,0.0,80,291,0.0
2025/01/02,21:00,20.8,0.0,82,299,0.0
2025/01/02,22:00,20.3,0.0,85,317,0.0
2025/01/02,23:00,20.3,0.0,85,290,0.0
2025/01/03,00:00,20.3,0.0,85,296,0.0
2025/01/03,01:00,20.1,0.0,88,3,0.0
2025/01/03,02:00,19.9,0.0,90,191,0.0
2025/01/03,03:00,19.7,0.0,92,161,0.0
2025/01/03,04:00,19.8,0.1,92,108,0.0
2025/01/03,05:00,19.8,0.0,93,103,0.0
2025/01/03,06:00,19.9,0.0,93,148,0.0
2025/01/03,07:00,19.9,0.0,93,250,0.0
2025/01/03,08:00,20.8,0.0,89,176,0.0
2025/01/03,09:00,23.7,0.0,75,153,0.0
2025/01/03,10:00,26.2,0.0,65,236,0.0
2025/01/03,11:00,27.6,0.0,62,228,0.0
2025/01/03,12:00,28.5,0.0,60,213,0.0
2025/01/03,13:00,28.0,0.0,60,202,0.0
2025/01/03,14:00,27.5,0.0,60,203,0.0
2025/01/03,15:00,27.7,0.0,58,203,0.0
2025/01/03,16:00,26.1,0.0,59,232,0.0
2025/01/03,17:00,24.6,0.0,63,221,0.0
2025/01/03,18:00,22.8,0.0,70,234,0.0
2025/01/03,19:00,22.2,0.0,71,189,0.0
