Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CASAGRANDE
,Departamento:LA,LIBERTAD,Provincia:ASCOPE,Distrito:CASAGRANDE
,Latitud:7°45'1.11'',Longitud:79°11'19.3'',Altitud:142,msnm.
,Tipo:EMA,-Meteorológica,Código:472D30C8
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/01/01,00:00,19.6,0.0,S/D,235,0.0
2022/01/01,01:00,19.7,0.0,S/D,173,0.0
2022/01/01,02:00,19.6,0.0,S/D,238,0.0
2022/01/01,03:00,19.4,0.0,S/D,241,0.1
2022/01/01,04:00,19.4,0.0,S/D,282,0.0
2022/01/01,05:00,19.3,0.0,S/D,168,0.0
2022/01/01,06:00,19.1,0.0,S/D,247,0.0
2022/01/01,07:00,19.3,0.0,S/D,247,0.0
2022/01/01,08:00,19.7,0.0,S/D,231,0.0
2022/01/01,09:00,20.6,0.0,S/D,202,0.0
2022/01/01,10:00,22.2,0.0,S/D,175,0.1
2022/01/01,11:00,24.5,0.0,S/D,206,1.4
2022/01/01,12:00,26.1,0.0,S/D,228,2.0
2022/01/01,13:00,26.8,0.0,S/D,231,1.8
2022/01/01,14:00,27.2,0.0,S/D,213,2.2
2022/01/01,15:00,26.1,0.0,S/D,209,2.8
2022/01/01,16:00,24.6,0.0,S/D,203,2.6
2022/01/01,17:00,23.5,0.0,S/D,221,2.1
2022/01/01,18:00,22.1,0.0,S/D,201,1.2
2022/01/01,19:00,21.0,0.0,S/D,205,0.6
2022/01/01,20:00,20.8,0.0,S/D,230,0.1
2022/01/01,21:00,20.8,0.0,S/D,235,0.0
2022/01/01,22:00,20.3,0.0,S/D,279,0.0
2022/01/01,23:00,19.9,0.0,S/D,252,0.0
2022/01/02,00:00,19.6,0.0,S/D,258,0.0
2022/01/02,01:00,19.3,0.0,S/D,286,0.0
2022/01/02,02:00,18.7,0.0,S/D,182,0.0
2022/01/02,03:00,18.1,0.0,S/D,223,0.0
2022/01/02,04:00,17.8,0.0,S/D,217,0.0
2022/01/02,05:00,17.6,0.0,S/D,279,0.0
2022/01/02,06:00,17.4,0.0,S/D,323,0.0
2022/01/02,07:00,17.7,0.0,S/D,243,0.0
2022/01/02,08:00,20.8,0.0,S/D,144,0.0
2022/01/02,09:00,22.8,0.0,S/D,243,0.4
2022/01/02,10:00,24.6,0.0,S/D,243,1.1
2022/01/02,11:00,26.2,0.0,S/D,192,1.3
2022/01/02,12:00,26.8,0.0,S/D,229,2.2
2022/01/02,13:00,26.2,0.0,S/D,201,2.7
2022/01/02,14:00,25.7,0.0,S/D,214,2.9
2022/01/02,15:00,25.2,0.0,S/D,211,2.6
2022/01/02,16:00,25.4,0.0,S/D,205,1.6
2022/01/02,17:00,26.1,0.0,S/D,233,3.0
2022/01/02,18:00,23.7,0.0,S/D,209,2.4
2022/01/02,19:00,21.4,0.0,S/D,216,1.1
2022/01/02,20:00,20.5,0.0,S/D,183,0.6
2022/01/02,21:00,20.0,0.0,S/D,277,0.0
2022/01/02,22:00,19.7,0.0,S/D,267,0.0
2022/01/02,23:00,19.0,0.0,S/D,301,0.0
2022/01/03,00:00,18.6,0.0,S/D,296,0.0
2022/01/03,01:00,18.7,0.0,S/D,302,0.0
2022/01/03,02:00,18.7,0.0,S/D,290,0.0
2022/01/03,03:00,18.5,0.0,S/D,297,0.0
2022/01/03,04:00,18.6,0.0,S/D,292,0.0
2022/01/03,05:00,18.4,0.0,S/D,233,0.0
2022/01/03,06:00,17.9,0.0,S/D,274,0.0
2022/01/03,07:00,18.0,0.0,S/D,276,0.0
2022/01/03,08:00,19.9,0.0,S/D,134,0.0
2022/01/03,09:00,23.5,0.0,S/D,332,0.0
2022/01/03,10:00,26.5,0.0,S/D,241,2.5
2022/01/03,11:00,26.4,0.0,S/D,238,2.1
2022/01/03,12:00,26.4,0.0,S/D,233,1.8
2022/01/03,13:00,26.5,0.0,S/D,193,3.1
2022/01/03,14:00,25.7,0.0,S/D,203,3.3
2022/01/03,15:00,25.7,0.0,S/D,214,2.5
2022/01/03,16:00,25.2,0.0,S/D,217,2.3
2022/01/03,17:00,23.7,0.0,S/D,224,2.5
2022/01/03,18:00,22.7,0.0,S/D,223,1.6
2022/01/03,19:00,21.2,0.0,S/D,235,0.6
2022/01/03,20:00,20.5,0.0,S/D,225,0.5
2022/01/03,21:00,20.5,0.0,S/D,212,0.2
2022/01/03,22:00,20.4,0.0,S/D,276,0.0
2022/01/03,23:00,20.2,0.0,S/D,254,0.0
2022/01/04,00:00,20.2,0.0,S/D,257,0.0
2022/01/04,01:00,19.9,0.0,S/D,266,0.0
2022/01/04,02:00,19.6,0.0,S/D,248,0.0
2022/01/04,03:00,19.2,0.0,S/D,316,0.0
2022/01/04,04:00,19.1,0.0,S/D,254,0.0
2022/01/04,05:00,18.5,0.0,S/D,254,0.0
2022/01/04,06:00,17.9,0.0,S/D,273,0.0
2022/01/04,07:00,18.0,0.0,S/D,266,0.0
2022/01/04,08:00,19.4,0.0,S/D,230,0.1
2022/01/04,09:00,22.4,0.0,S/D,264,0.0
2022/01/04,10:00,24.1,0.0,S/D,197,0.4
2022/01/04,11:00,25.5,0.0,S/D,215,2.0
2022/01/04,12:00,25.8,0.0,S/D,207,2.3
2022/01/04,13:00,26.4,0.0,S/D,214,2.1
2022/01/04,14:00,27.3,0.0,S/D,210,2.4
2022/01/04,15:00,27.0,0.0,S/D,215,2.5
2022/01/04,16:00,26.3,0.0,S/D,220,3.0
2022/01/04,17:00,25.9,0.0,S/D,203,1.8
2022/01/04,18:00,23.7,0.0,S/D,226,0.3
2022/01/04,19:00,21.8,0.0,S/D,231,1.1
2022/01/04,20:00,20.5,0.0,S/D,237,0.1
2022/01/04,21:00,19.8,0.0,S/D,255,0.0
2022/01/04,22:00,19.5,0.0,S/D,254,0.1
2022/01/04,23:00,19.2,0.0,S/D,276,0.0
2022/01/05,00:00,18.6,0.0,S/D,257,0.0
2022/01/05,01:00,18.3,0.0,S/D,289,0.0
2022/01/05,02:00,17.9,0.0,S/D,259,0.0
2022/01/05,03:00,17.7,0.0,S/D,283,0.0
2022/01/05,04:00,17.6,0.0,S/D,274,0.0
2022/01/05,05:00,17.8,0.0,S/D,317,0.0
2022/01/05,06:00,18.0,0.0,S/D,292,0.0
2022/01/05,07:00,18.2,0.0,S/D,309,0.0
2022/01/05,08:00,18.7,0.0,S/D,254,0.0
2022/01/05,09:00,19.9,0.0,S/D,209,0.1
2022/01/05,10:00,22.2,0.0,S/D,219,1.6
2022/01/05,11:00,23.4,0.0,S/D,197,1.2
2022/01/05,12:00,24.9,0.0,S/D,213,1.8
2022/01/05,13:00,25.4,0.0,S/D,222,2.0
2022/01/05,14:00,25.9,0.0,S/D,216,2.1
2022/01/05,15:00,25.9,0.0,S/D,198,2.3
2022/01/05,16:00,25.8,0.0,S/D,213,2.5
2022/01/05,17:00,25.4,0.0,S/D,209,2.0
2022/01/05,18:00,24.4,0.0,S/D,192,1.8
2022/01/05,19:00,22.4,0.0,S/D,228,0.1
2022/01/05,20:00,21.3,0.0,S/D,223,0.1
2022/01/05,21:00,20.9,0.0,S/D,213,0.0
2022/01/05,22:00,20.3,0.0,S/D,268,0.0
2022/01/05,23:00,19.7,0.0,S/D,294,0.0
2022/01/06,00:00,19.6,0.0,S/D,291,0.0
2022/01/06,01:00,19.4,0.0,S/D,317,0.0
2022/01/06,02:00,19.5,0.0,S/D,299,0.0
2022/01/06,03:00,19.0,0.0,S/D,260,0.0
2022/01/06,04:00,18.6,0.0,S/D,255,0.0
2022/01/06,05:00,18.4,0.0,S/D,238,0.0
2022/01/06,06:00,18.2,0.0,S/D,287,0.0
2022/01/06,07:00,18.1,0.0,S/D,284,0.0
2022/01/06,08:00,18.2,0.0,S/D,273,0.0
2022/01/06,09:00,19.9,0.0,S/D,252,0.2
2022/01/06,10:00,22.4,0.0,S/D,238,1.4
2022/01/06,11:00,24.4,0.0,S/D,201,1.2
2022/01/06,12:00,25.6,0.0,S/D,215,2.4
2022/01/06,13:00,26.1,0.0,S/D,228,2.3
2022/01/06,14:00,26.5,0.0,S/D,201,2.7
2022/01/06,15:00,26.3,0.0,S/D,214,2.7
2022/01/06,16:00,26.0,0.0,S/D,223,2.5
2022/01/06,17:00,25.3,0.0,S/D,214,1.7
2022/01/06,18:00,23.4,0.0,S/D,225,0.6
2022/01/06,19:00,22.2,0.0,S/D,224,0.4
2022/01/06,20:00,21.6,0.0,S/D,245,0.1
2022/01/06,21:00,21.1,0.0,S/D,266,0.0
2022/01/06,22:00,20.7,0.0,S/D,303,0.0
2022/01/06,23:00,20.2,0.0,S/D,285,0.0
2022/01/07,00:00,19.9,0.0,S/D,260,0.0
2022/01/07,01:00,19.4,0.0,S/D,257,0.0
2022/01/07,02:00,18.9,0.0,S/D,294,0.0
2022/01/07,03:00,18.7,0.0,S/D,285,0.0
2022/01/07,04:00,18.6,0.0,S/D,253,0.0
2022/01/07,05:00,18.3,0.0,S/D,285,0.0
2022/01/07,06:00,18.2,0.0,S/D,289,0.0
2022/01/07,07:00,18.2,0.0,S/D,258,0.0
2022/01/07,08:00,18.6,0.0,S/D,236,0.0
2022/01/07,09:00,20.1,0.0,S/D,221,0.1
2022/01/07,10:00,23.0,0.0,S/D,193,1.2
2022/01/07,11:00,24.9,0.0,S/D,216,1.2
2022/01/07,12:00,26.1,0.0,S/D,217,1.2
2022/01/07,13:00,26.7,0.0,S/D,231,2.1
2022/01/07,14:00,26.8,0.0,S/D,212,2.0
2022/01/07,15:00,26.9,0.0,S/D,206,2.0
2022/01/07,16:00,26.2,0.0,S/D,210,1.8
2022/01/07,17:00,25.1,0.0,S/D,221,1.7
2022/01/07,18:00,23.6,0.0,S/D,222,1.0
2022/01/07,19:00,21.7,0.0,S/D,233,1.2
2022/01/07,20:00,20.6,0.0,S/D,257,0.0
2022/01/07,21:00,20.6,0.0,S/D,253,0.0
2022/01/07,22:00,20.4,0.0,S/D,128,0.0
2022/01/07,23:00,19.8,0.0,S/D,277,0.0
2022/01/08,00:00,19.5,0.0,S/D,293,0.0
2022/01/08,01:00,19.4,0.0,S/D,311,0.0
2022/01/08,02:00,19.8,0.0,S/D,307,0.0
2022/01/08,03:00,20.0,0.0,S/D,301,0.0
2022/01/08,04:00,19.9,0.0,S/D,273,0.0
2022/01/08,05:00,19.6,0.0,S/D,273,0.0
2022/01/08,06:00,19.6,0.0,S/D,259,0.0
2022/01/08,07:00,19.9,0.0,S/D,319,0.0
2022/01/08,08:00,20.5,0.0,S/D,143,0.0
2022/01/08,09:00,22.4,0.0,S/D,352,0.0
2022/01/08,10:00,25.2,0.0,S/D,192,0.7
2022/01/08,11:00,27.0,0.0,S/D,222,0.8
2022/01/08,12:00,28.1,0.0,S/D,219,1.9
2022/01/08,13:00,28.8,0.0,S/D,206,2.1
2022/01/08,14:00,28.8,0.0,S/D,214,2.7
2022/01/08,15:00,28.8,0.0,S/D,212,3.4
2022/01/08,16:00,28.3,0.0,S/D,211,2.7
2022/01/08,17:00,27.6,0.0,S/D,200,1.8
2022/01/08,18:00,26.8,0.0,S/D,219,0.9
2022/01/08,19:00,24.9,0.0,S/D,227,0.5
2022/01/08,20:00,23.9,0.0,S/D,239,0.0
2022/01/08,21:00,23.3,0.0,S/D,246,0.2
2022/01/08,22:00,22.4,0.0,S/D,251,0.1
2022/01/08,23:00,21.6,0.0,S/D,274,0.0
2022/01/09,00:00,21.1,0.0,S/D,313,0.0
2022/01/09,01:00,20.7,0.0,S/D,270,0.0
2022/01/09,02:00,20.0,0.0,S/D,296,0.0
2022/01/09,03:00,19.5,0.0,S/D,286,0.0
2022/01/09,04:00,19.5,0.0,S/D,264,0.0
2022/01/09,05:00,19.6,0.0,S/D,227,0.0
2022/01/09,06:00,19.6,0.0,S/D,240,0.0
2022/01/09,07:00,19.5,0.0,S/D,233,0.0
2022/01/09,08:00,20.1,0.0,S/D,134,0.0
2022/01/09,09:00,22.2,0.0,S/D,311,0.0
2022/01/09,10:00,26.1,0.0,S/D,207,0.6
2022/01/09,11:00,28.2,0.0,S/D,219,2.9
2022/01/09,12:00,29.1,0.0,S/D,217,3.7
2022/01/09,13:00,28.9,0.0,S/D,206,3.6
2022/01/09,14:00,29.7,0.0,S/D,209,3.5
2022/01/09,15:00,29.7,0.0,S/D,221,3.8
2022/01/09,16:00,28.9,0.0,S/D,203,3.8
2022/01/09,17:00,27.9,0.0,S/D,217,2.5
2022/01/09,18:00,25.3,0.0,S/D,230,2.5
2022/01/09,19:00,22.5,0.0,S/D,248,0.2
2022/01/09,20:00,21.2,0.0,S/D,278,0.0
2022/01/09,21:00,20.4,0.0,S/D,270,0.0
2022/01/09,22:00,20.0,0.0,S/D,292,0.0
2022/01/09,23:00,19.4,0.0,S/D,249,0.0
2022/01/10,00:00,18.9,0.0,S/D,257,0.0
2022/01/10,01:00,18.5,0.0,S/D,355,0.0
2022/01/10,02:00,18.4,0.0,S/D,193,0.0
2022/01/10,03:00,17.8,0.0,S/D,122,0.0
2022/01/10,04:00,17.5,0.0,S/D,268,0.0
2022/01/10,05:00,17.6,0.0,S/D,270,0.0
2022/01/10,06:00,17.2,0.0,S/D,235,0.0
2022/01/10,07:00,17.2,0.0,S/D,295,0.0
2022/01/10,08:00,19.2,0.0,S/D,290,0.0
2022/01/10,09:00,22.9,0.0,S/D,194,0.1
2022/01/10,10:00,26.0,0.0,S/D,224,1.7
2022/01/10,11:00,26.9,0.0,S/D,233,1.9
2022/01/10,12:00,27.9,0.0,S/D,213,3.4
2022/01/10,13:00,27.8,0.0,S/D,216,3.6
2022/01/10,14:00,28.0,0.0,S/D,217,3.0
2022/01/10,15:00,28.6,0.0,S/D,215,3.6
