Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CASAGRANDE
,Departamento:LA,LIBERTAD,Provincia:ASCOPE,Distrito:CASAGRANDE
,Latitud:7°45'1.11'',Longitud:79°11'19.3'',Altitud:142,msnm.
,Tipo:EMA,-Meteorológica,Código:472D30C8
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/01/01,00:00,20.3,0.0,S/D,252,0.0
2023/01/01,01:00,19.5,0.0,S/D,277,0.0
2023/01/01,02:00,18.8,0.0,S/D,256,0.0
2023/01/01,03:00,18.2,0.0,S/D,288,0.0
2023/01/01,04:00,18.0,0.0,S/D,308,0.0
2023/01/01,05:00,18.2,0.0,S/D,338,0.0
2023/01/01,06:00,18.2,0.0,S/D,66,0.0
2023/01/01,07:00,18.5,0.0,S/D,342,0.0
2023/01/01,08:00,19.7,0.0,S/D,184,0.0
2023/01/01,09:00,21.4,0.0,S/D,153,0.0
2023/01/01,10:00,23.5,0.0,S/D,242,0.0
2023/01/01,11:00,25.9,0.0,S/D,230,0.7
2023/01/01,12:00,28.8,0.0,S/D,175,1.8
2023/01/01,13:00,30.0,0.0,S/D,221,2.3
2023/01/01,14:00,29.0,0.0,S/D,207,2.8
2023/01/01,15:00,29.0,0.0,S/D,207,2.4
2023/01/01,16:00,27.7,0.0,S/D,215,2.5
2023/01/01,17:00,26.5,0.0,S/D,223,2.0
2023/01/01,18:00,24.7,0.0,S/D,200,0.8
2023/01/01,19:00,22.3,0.0,S/D,235,1.7
2023/01/01,20:00,20.7,0.0,S/D,230,1.0
2023/01/01,21:00,19.6,0.0,S/D,317,0.0
2023/01/01,22:00,19.7,0.0,S/D,307,0.0
2023/01/01,23:00,19.5,0.0,S/D,312,0.0
2023/01/02,00:00,18.9,0.0,S/D,291,0.0
2023/01/02,01:00,18.1,0.0,S/D,250,0.0
2023/01/02,02:00,17.3,0.0,S/D,72,0.0
2023/01/02,03:00,17.2,0.0,S/D,203,0.0
2023/01/02,04:00,17.2,0.0,S/D,181,0.0
2023/01/02,05:00,16.9,0.0,S/D,272,0.0
2023/01/02,06:00,16.5,0.0,S/D,244,0.0
2023/01/02,07:00,16.2,0.0,S/D,218,0.0
2023/01/02,08:00,17.5,0.0,S/D,265,0.0
2023/01/02,09:00,21.3,0.0,S/D,221,0.5
2023/01/02,10:00,25.0,0.0,S/D,216,0.7
2023/01/02,11:00,27.1,0.0,S/D,206,2.1
2023/01/02,12:00,27.9,0.0,S/D,209,2.6
2023/01/02,13:00,27.6,0.0,S/D,208,3.2
2023/01/02,14:00,27.3,0.0,S/D,209,3.1
2023/01/02,15:00,26.4,0.0,S/D,208,1.9
2023/01/02,16:00,25.1,0.0,S/D,215,1.7
2023/01/02,17:00,24.6,0.0,S/D,211,1.3
2023/01/02,18:00,24.6,0.0,S/D,215,1.0
2023/01/02,19:00,22.6,0.0,S/D,225,0.4
2023/01/02,20:00,20.9,0.0,S/D,252,0.0
2023/01/02,21:00,20.0,0.0,S/D,246,0.0
2023/01/02,22:00,19.5,0.0,S/D,301,0.0
2023/01/02,23:00,18.9,0.0,S/D,286,0.0
2023/01/03,00:00,18.4,0.0,S/D,288,0.0
2023/01/03,01:00,18.1,0.0,S/D,295,0.0
2023/01/03,02:00,17.8,0.0,S/D,268,0.0
2023/01/03,03:00,17.0,0.0,S/D,275,0.0
2023/01/03,04:00,17.2,0.0,S/D,297,0.0
2023/01/03,05:00,17.4,0.0,S/D,271,0.0
2023/01/03,06:00,17.3,0.0,S/D,201,0.0
2023/01/03,07:00,17.3,0.0,S/D,244,0.0
2023/01/03,08:00,17.4,0.0,S/D,219,0.1
2023/01/03,09:00,17.4,0.0,S/D,247,0.0
2023/01/03,10:00,18.6,0.0,S/D,259,0.0
2023/01/03,11:00,22.6,0.0,S/D,228,0.9
2023/01/03,12:00,25.1,0.0,S/D,245,1.1
2023/01/03,13:00,27.0,0.0,S/D,224,2.6
2023/01/03,14:00,26.5,0.0,S/D,215,2.1
2023/01/03,15:00,26.5,0.0,S/D,220,2.5
2023/01/03,16:00,25.9,0.0,S/D,210,1.6
2023/01/03,17:00,24.8,0.0,S/D,207,1.3
2023/01/03,18:00,23.4,0.0,S/D,222,0.4
2023/01/03,19:00,21.3,0.0,S/D,229,0.1
2023/01/03,20:00,20.1,0.0,S/D,277,0.0
2023/01/03,21:00,19.4,0.0,S/D,282,0.0
2023/01/03,22:00,19.1,0.0,S/D,316,0.0
2023/01/03,23:00,19.1,0.0,S/D,285,0.0
2023/01/04,00:00,17.9,0.0,S/D,276,0.0
2023/01/04,01:00,17.6,0.0,S/D,272,0.0
2023/01/04,02:00,17.4,0.0,S/D,286,0.0
2023/01/04,03:00,17.5,0.0,S/D,330,0.0
2023/01/04,04:00,17.1,0.0,S/D,234,0.0
2023/01/04,05:00,16.3,0.0,S/D,284,0.0
2023/01/04,06:00,15.8,0.0,S/D,316,0.0
2023/01/04,07:00,16.1,0.0,S/D,32,0.0
2023/01/04,08:00,19.9,0.0,S/D,192,0.0
2023/01/04,09:00,22.6,0.0,S/D,205,0.0
