Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:TICAPAMPA
,Departamento:LA,LIBERTAD,Provincia:SANCHEZ,CARRION,Distrito:SARIN
,Latitud:7°54'59.07'',Longitud:77°54'5.33'',Altitud:2819,msnm.
,Tipo:EMA,-Meteorológica,Código:107130
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/01/01,00:00,11.3,0.0,94,203,0.0
2020/01/01,01:00,10.7,0.0,95,183,0.0
2020/01/01,02:00,10.5,0.0,94,192,0.0
2020/01/01,03:00,10.9,0.0,92,182,0.0
2020/01/01,04:00,10.8,0.0,92,178,0.0
2020/01/01,05:00,10.5,0.0,94,197,0.0
2020/01/01,06:00,10.4,0.0,95,131,0.0
2020/01/01,07:00,10.7,0.0,94,195,0.0
2020/01/01,08:00,12.8,0.0,89,162,0.0
2020/01/01,09:00,16.9,0.0,70,335,0.0
2020/01/01,10:00,18.1,0.0,68,350,0.0
2020/01/01,11:00,20.0,0.0,63,304,1.8
2020/01/01,12:00,20.9,0.0,57,298,3.1
2020/01/01,13:00,21.7,0.0,56,316,1.7
2020/01/01,14:00,21.5,0.0,58,319,1.5
2020/01/01,15:00,20.9,0.0,55,112,3.5
2020/01/01,16:00,19.1,0.0,65,278,0.0
2020/01/01,17:00,16.2,0.3,86,53,0.0
2020/01/01,18:00,16.6,0.0,82,227,0.0
2020/01/01,19:00,15.3,0.0,80,172,0.2
2020/01/01,20:00,14.2,0.0,80,262,0.0
2020/01/01,21:00,12.8,0.0,87,188,0.0
2020/01/01,22:00,12.1,0.0,90,120,0.0
2020/01/01,23:00,12.2,0.0,90,152,0.0
2020/01/02,00:00,11.8,0.0,91,182,0.0
2020/01/02,01:00,10.5,0.0,93,180,0.0
2020/01/02,02:00,10.3,0.0,95,205,0.0
2020/01/02,03:00,10.7,0.0,94,133,0.0
2020/01/02,04:00,11.2,0.0,92,188,0.0
2020/01/02,05:00,11.1,0.0,93,257,0.0
2020/01/02,06:00,11.2,0.0,93,126,0.0
2020/01/02,07:00,11.4,0.0,93,119,0.0
2020/01/02,08:00,13.4,0.0,86,318,0.9
2020/01/02,09:00,16.1,0.0,75,319,0.7
2020/01/02,10:00,17.1,0.0,70,26,0.0
2020/01/02,11:00,19.2,0.0,64,299,2.3
2020/01/02,12:00,20.7,0.0,58,301,2.9
2020/01/02,13:00,22.1,0.0,51,310,3.1
2020/01/02,14:00,21.4,0.0,53,298,2.9
2020/01/02,15:00,20.3,0.0,59,282,2.4
2020/01/02,16:00,18.0,0.0,60,194,1.0
2020/01/02,17:00,13.8,0.5,83,289,0.2
2020/01/02,18:00,12.4,2.9,92,301,0.0
2020/01/02,20:00,11.3,0.2,98,215,0.0
2020/01/02,21:00,11.5,0.0,98,172,0.0
2020/01/02,22:00,11.5,0.0,98,193,0.0
2020/01/02,23:00,11.4,0.1,98,215,0.0
2020/01/03,00:00,11.0,0.0,98,190,0.0
2020/01/03,01:00,10.8,0.0,98,201,0.0
2020/01/03,02:00,10.5,0.0,98,168,0.0
2020/01/03,03:00,10.2,0.0,98,175,0.0
2020/01/03,04:00,9.8,0.0,98,183,0.0
2020/01/03,05:00,9.2,0.1,98,163,0.0
2020/01/03,06:00,8.4,0.0,98,165,0.0
2020/01/03,07:00,9.0,0.0,98,185,0.0
2020/01/03,08:00,12.8,0.0,83,340,0.0
2020/01/03,09:00,16.6,0.0,69,12,0.9
2020/01/03,10:00,19.3,0.0,60,317,1.4
2020/01/03,11:00,20.1,0.0,57,299,2.8
2020/01/03,12:00,20.6,0.0,57,290,2.1
2020/01/03,13:00,21.0,0.0,57,277,1.9
2020/01/03,14:00,19.9,0.0,65,127,1.0
2020/01/03,15:00,21.9,0.0,53,30,0.0
2020/01/03,16:00,18.8,0.0,67,245,0.0
2020/01/03,17:00,18.3,0.0,72,272,2.2
2020/01/03,18:00,17.4,0.0,69,267,2.1
2020/01/03,19:00,17.4,0.0,69,267,2.1
2020/01/03,20:00,14.2,0.0,84,166,0.0
2020/01/03,21:00,13.6,0.0,86,186,0.0
2020/01/03,22:00,12.8,0.0,89,202,0.0
2020/01/03,23:00,12.3,0.0,91,198,0.0
2020/01/04,00:00,12.3,0.0,91,181,0.0
2020/01/04,01:00,12.0,0.0,92,149,0.0
2020/01/04,02:00,12.2,0.0,92,178,0.0
2020/01/04,03:00,11.6,0.0,92,174,0.0
2020/01/04,04:00,10.9,0.0,91,217,0.0
2020/01/04,05:00,10.1,0.0,93,185,0.0
2020/01/04,06:00,10.0,0.0,93,163,0.0
2020/01/04,07:00,10.0,0.0,93,164,0.0
2020/01/04,08:00,12.9,0.0,81,109,0.4
