Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:QUIRUVILCA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:QUIRUVILCA
,Latitud:8°0'15.07'',Longitud:78°18'28.43'',Altitud:4047,msnm.
,Tipo:EMA,-Meteorológica,Código:4727319A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/10/01,00:00,4.6,0.0,98,270,0.0
2024/10/01,01:00,3.9,0.0,99,270,0.0
2024/10/01,02:00,4.0,0.0,100,270,0.0
2024/10/01,03:00,4.3,0.0,100,270,0.0
2024/10/01,04:00,4.0,0.0,100,270,0.0
2024/10/01,05:00,3.7,0.0,100,270,0.0
2024/10/01,06:00,4.1,0.0,94,270,0.0
2024/10/01,07:00,4.3,0.0,93,270,0.0
2024/10/01,08:00,5.5,0.0,84,270,0.0
2024/10/01,09:00,8.4,0.0,67,270,0.0
2024/10/01,10:00,9.3,0.0,55,270,0.0
2024/10/01,11:00,10.6,0.0,55,270,0.0
2024/10/01,12:00,11.3,0.0,59,270,0.0
2024/10/01,13:00,11.3,0.0,50,270,0.0
2024/10/01,14:00,9.5,0.2,89,270,0.0
2024/10/01,15:00,4.9,6.3,100,270,0.0
2024/10/01,16:00,4.2,4.7,100,270,0.0
2024/10/01,17:00,5.1,1.3,100,270,0.0
2024/10/01,18:00,5.4,0.8,99,270,0.0
2024/10/01,19:00,5.5,1.4,94,270,0.0
2024/10/01,20:00,5.3,0.6,94,270,0.0
2024/10/01,21:00,5.2,0.2,89,270,0.0
2024/10/01,22:00,5.4,0.0,82,270,0.0
2024/10/01,23:00,5.2,0.0,78,270,0.0
2024/10/02,00:00,5.3,0.0,84,270,0.0
2024/10/02,01:00,4.6,0.0,82,270,0.0
2024/10/02,02:00,5.2,0.0,83,270,0.0
2024/10/02,03:00,5.1,0.0,84,270,0.0
2024/10/02,04:00,5.2,0.0,81,270,0.0
2024/10/02,05:00,5.0,0.0,79,270,0.0
2024/10/02,06:00,4.6,0.0,85,270,0.0
2024/10/02,07:00,4.1,0.0,97,270,0.0
2024/10/02,08:00,6.3,0.0,70,270,0.0
2024/10/02,09:00,9.7,0.0,62,270,0.0
2024/10/02,10:00,11.0,0.0,49,270,0.0
2024/10/02,11:00,12.6,0.0,42,270,0.0
2024/10/02,12:00,13.4,0.0,69,270,0.0
2024/10/02,13:00,9.5,2.8,100,270,0.0
2024/10/02,14:00,5.0,3.8,100,270,0.0
2024/10/02,15:00,3.0,3.4,100,270,0.0
2024/10/02,16:00,3.1,1.9,100,270,0.0
2024/10/02,17:00,3.9,3.3,100,270,0.0
2024/10/02,18:00,3.8,2.2,100,270,0.0
2024/10/02,19:00,3.7,4.4,100,270,0.0
2024/10/02,20:00,3.8,2.1,100,270,0.0
2024/10/02,21:00,3.9,1.2,100,270,0.0
2024/10/02,22:00,4.2,0.8,98,270,0.0
2024/10/02,23:00,4.6,0.6,90,270,0.0
2024/10/03,00:00,4.7,0.7,96,270,0.0
2024/10/03,01:00,4.2,0.4,94,270,0.0
2024/10/03,02:00,4.0,0.2,92,270,0.0
2024/10/03,03:00,4.3,0.2,88,270,0.0
2024/10/03,04:00,4.2,0.2,86,270,0.0
2024/10/03,05:00,4.3,0.3,88,270,0.0
2024/10/03,06:00,3.7,0.2,87,270,0.0
2024/10/03,07:00,4.1,0.2,86,270,0.0
2024/10/03,08:00,6.3,0.5,76,270,0.0
2024/10/03,09:00,8.4,2.6,71,270,0.0
2024/10/03,10:00,8.8,1.6,63,270,0.0
2024/10/03,11:00,9.4,1.8,68,270,0.0
2024/10/03,12:00,8.5,0.6,76,270,0.0
2024/10/03,13:00,9.1,0.2,82,270,0.0
2024/10/03,14:00,10.5,0.0,58,270,0.0
2024/10/03,15:00,10.0,0.3,75,270,0.0
2024/10/03,16:00,9.0,0.4,85,270,0.0
2024/10/03,17:00,10.4,0.0,79,270,0.0
2024/10/03,18:00,7.0,2.7,100,270,0.0
2024/10/03,19:00,5.0,0.3,100,270,0.0
2024/10/03,20:00,5.3,0.0,100,270,0.0
2024/10/03,21:00,5.0,0.0,100,270,0.0
2024/10/03,22:00,5.0,0.0,100,270,0.0
2024/10/03,23:00,5.3,0.0,96,270,0.0
2024/10/04,00:00,5.6,0.2,82,270,0.0
2024/10/04,01:00,5.6,0.1,77,270,0.0
2024/10/04,02:00,5.3,0.0,78,270,0.0
2024/10/04,03:00,5.1,0.0,81,270,0.0
2024/10/04,04:00,5.0,0.0,74,270,0.0
2024/10/04,05:00,5.4,0.0,71,270,0.0
2024/10/04,06:00,5.3,0.0,71,270,0.0
2024/10/04,07:00,5.4,0.0,65,270,0.0
2024/10/04,08:00,6.6,0.0,61,270,0.0
2024/10/04,09:00,7.7,0.0,53,270,0.0
2024/10/04,10:00,10.1,0.0,54,270,0.0
2024/10/04,11:00,11.8,0.0,49,270,0.0
2024/10/04,12:00,13.4,0.0,46,270,0.0
2024/10/04,13:00,14.2,0.0,43,270,0.0
2024/10/04,14:00,13.0,0.0,45,270,0.0
2024/10/04,15:00,13.6,0.0,49,270,0.0
2024/10/04,16:00,11.3,0.0,60,270,0.0
2024/10/04,17:00,9.4,0.0,69,270,0.0
2024/10/04,18:00,7.7,1.5,92,270,0.0
2024/10/04,19:00,5.9,2.1,100,270,0.0
2024/10/04,20:00,4.6,1.1,100,270,0.0
2024/10/04,21:00,4.1,2.4,100,270,0.0
2024/10/04,22:00,4.1,0.4,100,270,0.0
2024/10/04,23:00,4.4,0.6,100,270,0.0
2024/10/05,00:00,3.8,0.4,99,270,0.0
2024/10/05,01:00,4.2,0.0,93,270,0.0
2024/10/05,02:00,4.3,0.0,91,270,0.0
2024/10/05,03:00,4.4,0.0,83,270,0.0
2024/10/05,04:00,4.8,0.0,77,270,0.0
2024/10/05,05:00,4.8,0.0,74,270,0.0
2024/10/05,06:00,4.7,0.0,82,270,0.0
2024/10/05,07:00,4.7,0.0,79,270,0.0
2024/10/05,08:00,6.8,0.0,73,270,0.0
2024/10/05,09:00,8.1,0.0,67,270,0.0
2024/10/05,10:00,9.3,0.0,64,270,0.0
2024/10/05,11:00,9.2,0.0,69,270,0.0
2024/10/05,12:00,9.3,0.0,68,270,0.0
2024/10/05,13:00,10.3,0.0,56,270,0.0
2024/10/05,14:00,11.4,0.0,57,270,0.0
2024/10/05,15:00,10.3,0.4,78,270,0.0
2024/10/05,16:00,7.8,0.4,83,270,0.0
2024/10/05,17:00,6.6,0.6,81,270,0.0
2024/10/05,18:00,6.6,0.0,96,270,0.0
2024/10/05,19:00,4.8,1.6,100,270,0.0
2024/10/05,20:00,4.4,1.2,100,270,0.0
2024/10/05,21:00,4.3,0.0,98,270,0.0
2024/10/05,22:00,4.0,0.0,90,270,0.0
2024/10/05,23:00,3.8,0.0,91,270,0.0
2024/10/06,00:00,3.6,0.0,94,270,0.0
2024/10/06,01:00,3.2,0.0,94,270,0.0
2024/10/06,02:00,3.3,0.0,91,270,0.0
2024/10/06,03:00,3.2,0.0,86,270,0.0
2024/10/06,04:00,3.5,0.0,80,270,0.0
2024/10/06,05:00,3.5,0.0,79,270,0.0
2024/10/06,06:00,2.9,0.0,87,270,0.0
2024/10/06,07:00,3.1,0.0,79,270,0.0
2024/10/06,08:00,5.1,0.0,69,270,0.0
2024/10/06,09:00,6.9,0.0,57,270,0.0
2024/10/06,10:00,9.1,0.0,54,270,0.0
2024/10/06,11:00,11.2,0.0,51,270,0.0
2024/10/06,12:00,12.0,0.0,49,270,0.0
2024/10/06,13:00,12.6,0.0,46,270,0.0
2024/10/06,14:00,11.2,0.0,49,270,0.0
2024/10/06,15:00,10.7,0.0,65,270,0.0
2024/10/06,16:00,9.5,0.0,71,270,0.0
2024/10/06,17:00,9.3,0.0,71,270,0.0
2024/10/06,18:00,7.8,0.0,76,270,0.0
2024/10/06,19:00,6.8,0.0,92,270,0.0
2024/10/06,20:00,5.6,0.0,98,270,0.0
2024/10/06,21:00,4.7,0.0,98,270,0.0
2024/10/06,22:00,4.2,0.0,99,270,0.0
2024/10/06,23:00,3.9,0.0,99,270,0.0
2024/10/07,00:00,3.5,0.0,100,270,0.0
2024/10/07,01:00,3.5,0.0,87,270,0.0
2024/10/07,02:00,3.6,0.0,87,270,0.0
2024/10/07,03:00,3.6,0.0,88,270,0.0
2024/10/07,04:00,3.2,0.0,87,270,0.0
2024/10/07,05:00,3.0,0.0,84,270,0.0
2024/10/07,06:00,2.8,0.0,85,270,0.0
2024/10/07,07:00,3.0,0.0,85,270,0.0
2024/10/07,08:00,6.5,0.0,69,270,0.0
2024/10/07,09:00,8.6,0.0,54,270,0.0
2024/10/07,10:00,10.5,0.0,46,270,0.0
2024/10/07,11:00,12.2,0.0,40,270,0.0
2024/10/07,12:00,12.3,0.0,48,270,0.0
2024/10/07,13:00,9.6,0.0,59,270,0.0
2024/10/07,14:00,9.5,0.0,62,270,0.0
2024/10/07,15:00,9.0,0.0,64,270,0.0
2024/10/07,16:00,10.2,0.0,65,270,0.0
2024/10/07,17:00,8.9,0.0,66,270,0.0
2024/10/07,18:00,8.1,0.0,79,270,0.0
2024/10/07,19:00,6.4,0.0,88,270,0.0
2024/10/07,20:00,5.4,0.0,86,270,0.0
2024/10/07,21:00,4.3,0.0,88,270,0.0
2024/10/07,22:00,4.1,0.0,86,270,0.0
2024/10/07,23:00,4.7,0.0,82,270,0.0
2024/10/08,00:00,5.5,0.0,82,270,0.0
2024/10/08,01:00,5.3,0.0,89,270,0.0
2024/10/08,02:00,4.3,0.0,95,270,0.0
2024/10/08,03:00,4.3,0.0,97,270,0.0
2024/10/08,04:00,4.7,0.0,96,270,0.0
2024/10/08,05:00,4.7,0.0,94,270,0.0
2024/10/08,06:00,4.9,0.0,94,270,0.0
2024/10/08,07:00,5.4,0.0,90,270,0.0
2024/10/08,08:00,6.2,0.0,74,270,0.0
2024/10/08,09:00,8.9,0.0,62,270,0.0
2024/10/08,10:00,10.1,0.0,61,270,0.0
2024/10/08,11:00,10.5,0.0,54,270,0.0
2024/10/08,12:00,10.8,0.0,53,270,0.0
2024/10/08,13:00,11.1,0.0,67,270,0.0
2024/10/08,14:00,10.1,0.0,70,270,0.0
2024/10/08,15:00,9.2,0.0,69,270,0.0
2024/10/08,16:00,9.1,0.0,71,270,0.0
2024/10/08,17:00,8.5,0.0,70,270,0.0
2024/10/08,18:00,7.8,0.0,75,270,0.0
2024/10/08,19:00,6.0,0.0,80,270,0.0
2024/10/08,20:00,5.5,0.0,89,270,0.0
2024/10/08,21:00,4.8,0.0,82,270,0.0
2024/10/08,22:00,5.4,0.0,77,270,0.0
2024/10/08,23:00,6.0,0.0,78,270,0.0
2024/10/09,00:00,6.2,0.0,79,270,0.0
2024/10/09,01:00,5.8,0.0,87,270,0.0
2024/10/09,02:00,5.7,0.0,91,270,0.0
2024/10/09,03:00,5.6,0.0,93,270,0.0
2024/10/09,04:00,5.4,0.0,94,270,0.0
2024/10/09,05:00,5.1,0.0,93,270,0.0
2024/10/09,06:00,4.5,0.0,98,270,0.0
2024/10/09,07:00,5.2,0.0,95,270,0.0
2024/10/09,08:00,6.9,0.0,73,270,0.0
2024/10/09,09:00,10.1,0.0,59,270,0.0
2024/10/09,10:00,10.7,0.0,58,270,0.0
2024/10/09,11:00,12.2,0.0,52,270,0.0
2024/10/09,12:00,12.7,0.0,52,270,0.0
2024/10/09,13:00,12.5,0.0,59,270,0.0
2024/10/09,14:00,10.1,0.0,76,270,0.0
2024/10/09,15:00,9.0,0.0,80,270,0.0
2024/10/09,16:00,8.0,0.5,92,270,0.0
2024/10/09,17:00,7.4,0.1,95,270,0.0
2024/10/09,18:00,7.2,0.0,99,270,0.0
2024/10/09,19:00,6.8,0.0,100,270,0.0
2024/10/09,20:00,6.5,0.0,89,270,0.0
2024/10/09,21:00,6.1,0.0,88,270,0.0
2024/10/09,22:00,5.8,0.0,78,270,0.0
2024/10/09,23:00,5.7,0.0,76,270,0.0
2024/10/10,00:00,5.6,0.0,72,270,0.0
2024/10/10,01:00,5.3,0.0,85,270,0.0
2024/10/10,02:00,4.6,0.0,80,270,0.0
2024/10/10,03:00,5.2,0.0,82,270,0.0
2024/10/10,04:00,5.3,0.0,80,270,0.0
2024/10/10,05:00,5.4,0.0,78,270,0.0
2024/10/10,06:00,5.3,0.0,82,270,0.0
2024/10/10,07:00,5.8,0.0,76,270,0.0
2024/10/10,08:00,7.3,0.0,76,270,0.0
2024/10/10,09:00,8.5,0.0,69,270,0.0
2024/10/10,10:00,11.6,0.0,60,270,0.0
2024/10/10,11:00,11.9,0.0,66,270,0.0
2024/10/10,12:00,10.1,0.0,79,270,0.0
2024/10/10,13:00,5.8,12.8,100,270,0.0
2024/10/10,14:00,7.3,1.2,100,270,0.0
2024/10/10,15:00,7.1,2.0,100,270,0.0
2024/10/10,16:00,7.7,0.3,100,270,0.0
2024/10/10,17:00,7.6,4.7,100,270,0.0
2024/10/10,18:00,6.2,0.2,100,270,0.0
2024/10/10,19:00,5.9,0.0,100,270,0.0
2024/10/10,20:00,5.5,0.0,96,270,0.0
2024/10/10,21:00,5.8,0.0,91,270,0.0
2024/10/10,22:00,5.6,0.0,87,270,0.0
2024/10/10,23:00,5.5,0.0,74,270,0.0
2024/10/11,00:00,5.4,0.0,62,270,0.0
2024/10/11,01:00,5.3,0.0,64,270,0.0
2024/10/11,02:00,5.9,0.0,66,270,0.0
2024/10/11,03:00,5.1,0.0,74,270,0.0
2024/10/11,04:00,5.0,0.0,70,270,0.0
2024/10/11,05:00,4.7,0.0,71,270,0.0
2024/10/11,06:00,4.4,0.0,78,270,0.0
2024/10/11,07:00,5.0,0.0,67,270,0.0
2024/10/11,08:00,7.5,0.0,82,270,0.0
2024/10/11,09:00,9.8,2.9,56,270,0.0
2024/10/11,10:00,12.1,0.0,63,270,0.0
2024/10/11,11:00,11.6,0.0,59,270,0.0
2024/10/11,12:00,11.2,0.0,69,270,0.0
2024/10/11,13:00,12.3,0.0,65,270,0.0
2024/10/11,14:00,9.7,0.1,82,270,0.0
2024/10/11,15:00,9.1,1.3,95,270,0.0
2024/10/11,16:00,6.1,1.8,92,270,0.0
2024/10/11,17:00,6.3,0.3,85,270,0.0
2024/10/11,18:00,6.7,0.0,89,270,0.0
2024/10/11,19:00,6.1,0.0,98,270,0.0
2024/10/11,20:00,5.5,0.0,100,270,0.0
2024/10/11,21:00,4.8,0.0,100,270,0.0
2024/10/11,22:00,4.8,0.0,100,270,0.0
2024/10/11,23:00,4.5,0.0,100,270,0.0
2024/10/12,00:00,4.9,0.0,91,270,0.0
2024/10/12,01:00,5.9,0.0,88,270,0.0
2024/10/12,02:00,5.3,0.0,95,270,0.0
2024/10/12,03:00,4.8,0.0,96,270,0.0
2024/10/12,04:00,4.2,0.0,100,270,0.0
2024/10/12,05:00,4.1,0.0,100,270,0.0
2024/10/12,06:00,4.2,0.0,98,270,0.0
2024/10/12,07:00,5.1,0.0,86,270,0.0
2024/10/12,08:00,6.8,0.0,79,270,0.0
2024/10/12,09:00,7.7,0.0,78,270,0.0
2024/10/12,10:00,9.3,0.0,66,270,0.0
2024/10/12,11:00,11.8,0.0,58,270,0.0
2024/10/12,12:00,12.7,0.0,52,270,0.0
2024/10/12,13:00,13.1,0.0,64,270,0.0
2024/10/12,14:00,8.0,3.5,99,270,0.0
2024/10/12,15:00,5.9,1.7,97,270,0.0
2024/10/12,16:00,6.7,1.0,98,270,0.0
2024/10/12,17:00,4.8,3.3,100,270,0.0
2024/10/12,18:00,5.2,0.4,100,270,0.0
2024/10/12,19:00,5.5,0.0,90,270,0.0
2024/10/12,20:00,5.9,0.0,88,270,0.0
2024/10/12,21:00,5.7,0.0,100,270,0.0
2024/10/12,22:00,5.2,0.0,100,270,0.0
2024/10/12,23:00,5.1,0.0,91,270,0.0
2024/10/13,00:00,5.1,0.0,93,270,0.0
2024/10/13,01:00,5.2,0.0,92,270,0.0
2024/10/13,02:00,5.2,0.0,93,270,0.0
2024/10/13,03:00,5.1,0.0,90,270,0.0
2024/10/13,04:00,5.2,0.0,87,270,0.0
2024/10/13,05:00,4.9,0.0,89,270,0.0
2024/10/13,06:00,4.7,0.0,91,270,0.0
2024/10/13,07:00,4.7,0.0,95,270,0.0
2024/10/13,08:00,5.7,0.0,86,270,0.0
2024/10/13,09:00,7.8,0.0,71,270,0.0
2024/10/13,10:00,8.9,0.3,59,270,0.0
2024/10/13,11:00,10.8,0.0,57,270,0.0
2024/10/13,12:00,11.6,0.0,46,270,0.0
2024/10/13,13:00,12.5,0.0,47,270,0.0
2024/10/13,14:00,12.0,0.0,41,270,0.0
2024/10/13,15:00,12.4,0.0,46,270,0.0
2024/10/13,16:00,11.8,0.0,50,270,0.0
2024/10/13,17:00,10.9,0.0,60,270,0.0
2024/10/13,18:00,9.4,0.0,75,270,0.0
2024/10/13,19:00,8.0,0.0,87,270,0.0
2024/10/13,20:00,7.0,0.0,95,270,0.0
2024/10/13,21:00,6.8,0.0,76,270,0.0
2024/10/13,22:00,6.1,0.0,88,270,0.0
2024/10/13,23:00,5.8,0.0,82,270,0.0
2024/10/14,00:00,5.9,0.0,81,270,0.0
2024/10/14,01:00,5.3,0.0,84,270,0.0
2024/10/14,02:00,5.3,0.0,84,270,0.0
2024/10/14,03:00,5.4,0.0,81,270,0.0
2024/10/14,04:00,5.2,0.0,83,270,0.0
2024/10/14,05:00,5.3,0.0,81,270,0.0
2024/10/14,06:00,5.3,0.0,79,270,0.0
2024/10/14,07:00,5.5,0.0,78,270,0.0
2024/10/14,08:00,6.8,0.0,66,270,0.0
2024/10/14,09:00,7.8,0.0,65,270,0.0
2024/10/14,10:00,8.9,0.0,54,270,0.0
2024/10/14,11:00,11.0,0.0,52,270,0.0
2024/10/14,12:00,11.0,0.0,51,270,0.0
2024/10/14,13:00,10.3,0.0,57,270,0.0
2024/10/14,14:00,11.6,0.0,54,270,0.0
2024/10/14,15:00,10.3,0.0,58,270,0.0
2024/10/14,16:00,10.3,0.0,57,270,0.0
2024/10/14,17:00,10.0,0.0,58,270,0.0
2024/10/14,18:00,8.2,0.0,66,270,0.0
2024/10/14,19:00,7.2,0.0,64,270,0.0
2024/10/14,20:00,6.4,0.0,65,270,0.0
2024/10/14,21:00,5.6,0.0,65,270,0.0
2024/10/14,22:00,4.8,0.0,77,270,0.0
2024/10/14,23:00,4.8,0.0,75,270,0.0
2024/10/15,00:00,4.6,0.0,78,270,0.0
2024/10/15,01:00,S/D,0.0,74,S/D,S/D
2024/10/15,02:00,4.4,0.0,70,270,0.0
2024/10/15,03:00,5.0,0.0,70,270,0.0
2024/10/15,04:00,4.9,0.0,73,270,0.0
2024/10/15,05:00,4.9,0.0,74,270,0.0
2024/10/15,06:00,4.8,0.0,76,270,0.0
2024/10/15,07:00,4.7,0.0,76,270,0.0
2024/10/15,08:00,5.8,0.0,67,270,0.0
2024/10/15,09:00,7.5,0.0,60,270,0.0
2024/10/15,10:00,9.0,0.0,55,270,0.0
2024/10/15,11:00,10.1,0.0,52,270,0.0
2024/10/15,12:00,11.7,0.0,49,270,0.0
2024/10/15,13:00,11.7,0.0,59,270,0.0
2024/10/15,14:00,10.3,0.0,60,270,0.0
2024/10/15,15:00,9.1,0.0,80,270,0.0
2024/10/15,16:00,8.0,0.0,70,270,0.0
2024/10/15,17:00,8.0,1.0,95,270,0.0
2024/10/15,18:00,6.6,0.0,100,270,0.0
2024/10/15,19:00,5.6,0.0,95,270,0.0
2024/10/15,20:00,5.3,0.0,86,270,0.0
2024/10/15,21:00,4.9,0.0,79,270,0.0
2024/10/15,22:00,4.8,0.0,81,270,0.0
2024/10/15,23:00,4.7,0.0,80,270,0.0
2024/10/16,00:00,4.6,0.0,80,270,0.0
2024/10/16,01:00,5.4,0.0,71,270,0.0
2024/10/16,02:00,5.3,0.0,73,270,0.0
2024/10/16,03:00,4.9,0.0,79,270,0.0
2024/10/16,04:00,4.9,0.0,78,270,0.0
2024/10/16,05:00,4.9,0.0,75,270,0.0
2024/10/16,06:00,5.3,0.0,76,270,0.0
2024/10/16,07:00,5.5,0.0,79,270,0.0
2024/10/16,08:00,8.3,0.0,65,270,0.0
2024/10/16,09:00,10.6,0.0,59,270,0.0
2024/10/16,10:00,11.6,0.0,53,270,0.0
2024/10/16,11:00,12.8,0.0,53,270,0.0
2024/10/16,12:00,13.3,0.0,48,270,0.0
2024/10/16,13:00,14.3,0.0,48,270,0.0
2024/10/16,14:00,13.6,0.0,60,270,0.0
2024/10/16,15:00,9.7,0.0,62,270,0.0
2024/10/16,16:00,8.3,0.2,80,270,0.0
2024/10/16,17:00,7.0,0.3,71,270,0.0
2024/10/16,18:00,7.6,0.2,49,270,0.0
2024/10/16,19:00,8.0,0.0,81,270,0.0
2024/10/16,20:00,5.6,0.0,87,270,0.0
2024/10/16,21:00,5.8,0.0,74,270,0.0
2024/10/16,22:00,5.8,0.0,79,270,0.0
2024/10/16,23:00,5.8,0.0,85,270,0.0
2024/10/17,00:00,5.6,0.0,83,270,0.0
2024/10/17,01:00,5.6,0.0,86,270,0.0
2024/10/17,02:00,5.6,0.0,84,270,0.0
2024/10/17,03:00,5.6,0.0,86,270,0.0
2024/10/17,04:00,5.3,0.0,84,270,0.0
2024/10/17,05:00,5.3,0.0,82,270,0.0
2024/10/17,06:00,4.9,0.0,88,270,0.0
2024/10/17,07:00,5.4,0.0,81,270,0.0
2024/10/17,08:00,9.0,0.0,63,270,0.0
2024/10/17,09:00,10.8,0.0,60,270,0.0
2024/10/17,10:00,12.2,0.0,47,270,0.0
2024/10/17,11:00,14.3,0.0,45,270,0.0
2024/10/17,12:00,14.5,0.0,46,270,0.0
2024/10/17,13:00,10.5,6.4,99,270,0.0
2024/10/17,14:00,4.3,4.3,100,270,0.0
2024/10/17,15:00,5.0,2.6,100,270,0.0
2024/10/17,16:00,5.8,2.3,97,270,0.0
2024/10/17,17:00,6.7,1.4,79,270,0.0
2024/10/17,18:00,7.5,1.1,90,270,0.0
2024/10/17,19:00,6.8,0.9,82,270,0.0
2024/10/17,20:00,6.9,0.6,75,270,0.0
2024/10/17,21:00,7.7,0.0,68,270,0.0
2024/10/17,22:00,7.4,0.0,74,270,0.0
2024/10/17,23:00,6.6,0.0,81,270,0.0
2024/10/18,00:00,6.2,0.0,82,270,0.0
2024/10/18,01:00,6.0,0.0,83,270,0.0
2024/10/18,02:00,5.3,0.0,92,270,0.0
2024/10/18,03:00,5.4,0.0,90,270,0.0
2024/10/18,04:00,6.0,0.0,83,270,0.0
2024/10/18,05:00,6.2,0.0,84,270,0.0
2024/10/18,06:00,6.4,0.0,80,270,0.0
2024/10/18,07:00,7.1,0.0,74,270,0.0
2024/10/18,08:00,9.1,0.0,67,270,0.0
2024/10/18,09:00,12.1,0.0,54,270,0.0
2024/10/18,10:00,12.6,0.0,51,270,0.0
2024/10/18,11:00,11.7,0.0,73,270,0.0
2024/10/18,12:00,9.4,1.5,98,270,0.0
2024/10/18,13:00,8.4,0.0,75,270,0.0
2024/10/18,14:00,8.4,0.4,73,270,0.0
2024/10/18,15:00,10.8,0.0,57,270,0.0
2024/10/18,16:00,10.7,0.0,72,270,0.0
2024/10/18,17:00,7.3,0.0,90,270,0.0
2024/10/18,18:00,6.4,0.0,93,270,0.0
2024/10/18,19:00,5.8,0.0,97,270,0.0
2024/10/18,20:00,5.5,0.0,91,270,0.0
2024/10/18,21:00,5.7,0.0,78,270,0.0
2024/10/18,22:00,5.8,0.0,75,270,0.0
2024/10/18,23:00,5.4,0.0,77,270,0.0
2024/10/19,00:00,6.3,0.0,71,270,0.0
2024/10/19,01:00,5.9,0.0,73,270,0.0
2024/10/19,02:00,5.7,0.0,77,270,0.0
2024/10/19,03:00,5.0,0.0,81,270,0.0
2024/10/19,04:00,4.6,0.0,83,270,0.0
2024/10/19,05:00,4.4,0.0,85,270,0.0
2024/10/19,06:00,4.2,0.0,92,270,0.0
2024/10/19,07:00,4.5,0.0,91,270,0.0
2024/10/19,08:00,8.9,0.0,63,270,0.0
2024/10/19,09:00,11.6,0.0,52,270,0.0
2024/10/19,10:00,13.5,0.0,47,270,0.0
2024/10/19,11:00,14.6,0.0,52,270,0.0
2024/10/19,12:00,13.8,0.0,57,270,0.0
2024/10/19,13:00,13.1,0.0,60,270,0.0
2024/10/19,14:00,13.5,0.0,68,270,0.0
2024/10/19,15:00,10.3,1.1,92,270,0.0
2024/10/19,16:00,10.2,0.2,73,270,0.0
2024/10/19,17:00,9.7,0.0,77,270,0.0
2024/10/19,18:00,8.1,0.0,83,270,0.0
2024/10/19,19:00,6.6,0.0,91,270,0.0
2024/10/19,20:00,5.8,0.0,94,270,0.0
2024/10/19,21:00,5.3,0.0,98,270,0.0
2024/10/19,22:00,5.4,0.0,98,270,0.0
2024/10/19,23:00,4.9,0.0,99,270,0.0
2024/10/20,00:00,4.4,0.0,100,270,0.0
2024/10/20,01:00,4.5,0.0,99,270,0.0
2024/10/20,02:00,4.6,0.0,97,270,0.0
2024/10/20,03:00,4.5,0.0,98,270,0.0
2024/10/20,04:00,4.2,0.0,98,270,0.0
2024/10/20,05:00,3.8,0.0,98,270,0.0
2024/10/20,06:00,3.7,0.0,97,270,0.0
2024/10/20,07:00,3.9,0.0,88,270,0.0
2024/10/20,08:00,8.2,0.0,62,270,0.0
2024/10/20,09:00,9.2,0.0,55,270,0.0
2024/10/20,10:00,11.4,0.0,47,270,0.0
2024/10/20,11:00,12.1,0.0,56,270,0.0
2024/10/20,12:00,11.8,0.0,56,270,0.0
2024/10/20,13:00,13.2,0.0,57,270,0.0
2024/10/20,14:00,12.6,0.0,63,270,0.0
2024/10/20,15:00,9.9,0.0,75,270,0.0
2024/10/20,16:00,8.2,0.0,84,270,0.0
2024/10/20,17:00,6.8,0.0,86,270,0.0
2024/10/20,18:00,6.2,0.0,88,270,0.0
2024/10/20,19:00,5.7,0.0,91,270,0.0
2024/10/20,20:00,5.2,0.0,94,270,0.0
2024/10/20,21:00,4.6,0.0,99,270,0.0
2024/10/20,22:00,4.2,0.0,98,270,0.0
2024/10/20,23:00,3.3,0.0,92,270,0.0
2024/10/21,00:00,3.1,0.0,91,270,0.0
2024/10/21,01:00,2.8,0.0,80,270,0.0
2024/10/21,02:00,3.2,0.0,51,270,0.0
2024/10/21,03:00,2.7,0.0,48,270,0.0
2024/10/21,04:00,2.8,0.0,42,270,0.0
2024/10/21,05:00,2.8,0.0,33,270,0.0
2024/10/21,06:00,2.8,0.0,30,270,0.0
2024/10/21,07:00,2.8,0.0,27,270,0.0
2024/10/21,08:00,6.4,0.0,34,270,0.0
2024/10/21,09:00,8.0,0.0,40,270,0.0
2024/10/21,10:00,9.7,0.0,30,270,0.0
