Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:QUIRUVILCA
,Departamento:LA,LIBERTAD,Provincia:SANTIAGO,DECHUCO,Distrito:QUIRUVILCA
,Latitud:8°0'15.07'',Longitud:78°18'28.43'',Altitud:4047,msnm.
,Tipo:EMA,-Meteorológica,Código:4727319A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/08/01,00:00,5.0,0.0,49,100,1.1
2022/08/01,01:00,4.8,0.0,47,98,1.2
2022/08/01,02:00,4.7,0.0,41,124,1.4
2022/08/01,03:00,4.3,0.0,46,126,1.0
2022/08/01,04:00,4.1,0.0,48,130,1.1
2022/08/01,05:00,3.6,0.0,41,117,0.6
2022/08/01,06:00,4.2,0.0,36,97,1.9
2022/08/01,07:00,4.5,0.0,35,92,1.7
2022/08/01,08:00,7.4,0.0,29,98,0.4
2022/08/01,09:00,11.8,0.0,24,123,0.3
2022/08/01,10:00,12.7,0.0,25,122,1.3
2022/08/01,11:00,13.8,0.0,25,128,0.8
2022/08/01,12:00,14.5,0.0,25,132,1.0
2022/08/01,13:00,14.9,0.0,43,235,0.5
2022/08/01,14:00,12.4,0.0,46,258,1.7
2022/08/01,15:00,12.9,0.0,43,275,2.0
2022/08/01,16:00,11.9,0.0,46,263,2.0
2022/08/01,17:00,11.0,0.0,44,270,2.0
2022/08/01,18:00,8.8,0.0,47,278,1.9
2022/08/01,19:00,6.4,0.0,52,282,0.4
2022/08/01,20:00,5.2,0.0,56,98,0.6
2022/08/01,21:00,5.0,0.0,57,96,2.2
2022/08/01,22:00,5.2,0.0,55,97,1.9
2022/08/01,23:00,5.0,0.0,66,59,0.2
2022/08/02,00:00,5.0,0.0,73,352,1.0
2022/08/02,01:00,4.7,0.0,80,3,0.8
2022/08/02,02:00,4.1,0.0,82,11,1.0
2022/08/02,03:00,5.1,0.0,82,3,1.8
2022/08/02,04:00,4.9,0.0,83,339,0.1
2022/08/02,05:00,4.7,0.0,83,255,0.0
2022/08/02,06:00,3.5,0.0,90,285,0.0
2022/08/02,07:00,3.3,0.0,89,12,0.1
2022/08/02,08:00,5.5,0.0,70,31,0.7
2022/08/02,09:00,8.5,0.0,59,88,0.9
2022/08/02,10:00,10.2,0.0,52,120,1.2
2022/08/02,11:00,10.2,0.0,56,48,1.1
2022/08/02,12:00,11.6,0.0,44,9,2.3
2022/08/02,13:00,12.2,0.0,50,19,2.3
2022/08/02,14:00,13.1,0.0,50,351,4.1
2022/08/02,15:00,12.7,0.0,55,1,4.7
2022/08/02,16:00,11.5,0.0,52,356,3.8
2022/08/02,17:00,11.1,0.0,69,331,3.2
2022/08/02,18:00,8.2,0.0,61,283,1.6
2022/08/02,19:00,6.7,0.0,65,274,0.4
2022/08/02,20:00,5.2,0.0,77,98,1.6
2022/08/02,21:00,S/D,0.0,78,S/D,S/D
2022/08/02,22:00,4.0,0.0,76,87,1.5
2022/08/02,23:00,4.4,0.0,72,105,2.7
2022/08/03,00:00,4.6,0.0,77,92,2.0
2022/08/03,01:00,4.4,0.0,80,75,1.1
2022/08/03,02:00,3.9,0.0,84,56,1.5
2022/08/03,03:00,3.7,0.0,80,37,2.3
2022/08/03,04:00,3.9,0.0,79,58,2.3
2022/08/03,05:00,3.9,0.0,78,81,2.0
2022/08/03,06:00,3.4,0.0,86,76,2.4
2022/08/03,07:00,3.2,0.0,84,74,1.5
2022/08/03,08:00,5.7,0.0,66,68,1.8
2022/08/03,09:00,8.5,0.0,64,95,0.6
2022/08/03,10:00,8.2,0.0,60,117,1.2
2022/08/03,11:00,9.9,0.0,55,34,1.8
2022/08/03,12:00,11.0,0.0,50,28,2.4
2022/08/03,13:00,11.6,0.0,47,20,3.2
2022/08/03,15:00,13.0,0.0,43,2,4.1
2022/08/03,16:00,13.8,0.0,44,7,2.5
2022/08/03,17:00,12.5,0.0,56,355,2.7
2022/08/03,18:00,9.5,0.0,67,347,2.4
2022/08/03,19:00,6.8,0.0,76,292,1.2
2022/08/03,20:00,5.9,0.0,78,319,0.0
2022/08/03,21:00,5.0,0.0,80,119,0.5
2022/08/03,22:00,4.8,0.0,80,100,2.0
2022/08/03,23:00,4.3,0.0,82,92,2.0
2022/08/04,00:00,4.2,0.0,85,58,0.3
2022/08/04,01:00,4.7,0.0,81,77,0.3
2022/08/04,02:00,5.0,0.0,81,17,0.2
2022/08/04,03:00,5.0,0.0,82,270,0.1
2022/08/04,04:00,4.7,0.3,89,112,0.0
2022/08/04,05:00,3.6,0.8,92,92,1.4
2022/08/04,06:00,3.0,0.1,92,107,1.8
2022/08/04,07:00,3.3,0.0,89,88,1.3
2022/08/04,08:00,4.2,0.0,78,92,0.7
2022/08/04,09:00,6.9,0.0,71,122,1.4
2022/08/04,10:00,7.3,0.0,71,121,1.2
2022/08/04,11:00,8.5,0.0,69,122,0.9
2022/08/04,12:00,9.4,0.0,60,84,0.8
2022/08/04,13:00,8.4,0.0,67,17,1.5
2022/08/04,14:00,9.6,0.0,66,11,1.9
2022/08/04,15:00,10.6,0.0,66,288,0.5
2022/08/04,16:00,6.4,2.3,88,201,0.3
2022/08/04,17:00,4.7,3.1,92,133,0.0
2022/08/04,18:00,4.7,0.2,93,246,0.2
2022/08/04,19:00,4.6,0.7,93,134,0.0
2022/08/04,20:00,4.4,0.1,92,112,0.3
2022/08/04,21:00,4.3,0.0,89,97,0.6
2022/08/04,22:00,4.5,0.1,89,104,0.1
2022/08/04,23:00,4.4,0.0,90,27,0.1
2022/08/05,00:00,4.3,0.0,89,22,1.6
2022/08/05,01:00,3.9,0.1,91,13,0.6
2022/08/05,02:00,3.7,0.0,86,14,1.7
2022/08/05,03:00,3.7,0.0,88,38,2.4
2022/08/05,04:00,3.4,0.0,86,32,1.9
2022/08/05,05:00,3.3,0.0,89,59,1.5
2022/08/05,06:00,2.9,0.0,90,19,1.5
2022/08/05,07:00,2.8,0.0,86,51,1.2
2022/08/05,08:00,4.9,0.0,76,78,2.1
2022/08/05,09:00,7.1,0.0,65,80,2.4
2022/08/05,10:00,9.7,0.0,60,64,1.8
2022/08/05,11:00,11.5,0.0,57,43,1.8
2022/08/05,12:00,12.1,0.0,59,360,2.5
2022/08/05,13:00,10.7,0.0,68,330,2.5
2022/08/05,14:00,9.1,0.0,69,291,2.2
2022/08/05,15:00,9.2,0.0,70,281,2.7
2022/08/05,16:00,7.0,0.1,86,247,1.2
2022/08/05,17:00,4.8,1.7,94,129,0.9
2022/08/05,18:00,4.5,0.6,93,121,1.1
2022/08/05,19:00,4.1,0.0,94,146,1.0
2022/08/05,20:00,3.6,0.4,93,119,1.6
2022/08/05,21:00,3.0,0.2,83,124,2.2
2022/08/05,22:00,3.5,0.0,79,106,2.1
2022/08/05,23:00,3.9,0.0,79,114,2.1
2022/08/06,00:00,4.3,0.1,76,111,0.4
2022/08/06,02:00,4.6,0.0,76,113,0.6
2022/08/06,03:00,4.2,S/D,S/D,33,2.0
2022/08/06,04:00,3.9,0.1,80,108,2.0
2022/08/06,05:00,4.1,0.0,79,113,1.8
2022/08/06,06:00,4.3,0.0,79,103,1.7
2022/08/06,07:00,4.9,0.0,75,86,1.7
2022/08/06,08:00,5.5,0.0,75,101,1.1
2022/08/06,09:00,7.1,0.0,71,99,0.6
2022/08/06,10:00,8.9,0.0,62,99,0.8
2022/08/06,11:00,9.5,0.0,65,32,0.9
2022/08/06,12:00,10.9,0.0,62,354,1.1
2022/08/06,13:00,9.9,0.0,67,323,2.8
2022/08/06,14:00,10.5,0.0,62,302,2.2
2022/08/06,15:00,10.0,0.0,66,274,2.2
2022/08/06,16:00,6.7,0.4,87,305,1.7
2022/08/06,17:00,6.1,0.0,83,250,0.1
2022/08/06,18:00,6.2,0.0,87,263,0.2
2022/08/06,19:00,5.5,0.0,89,220,0.0
2022/08/06,20:00,5.3,0.0,89,99,0.2
2022/08/06,21:00,5.4,0.0,87,102,1.5
2022/08/06,22:00,5.7,0.0,84,87,1.1
2022/08/06,23:00,5.8,0.0,83,323,0.0
2022/08/07,00:00,5.8,0.0,83,50,0.1
2022/08/07,01:00,5.8,0.0,86,270,0.0
2022/08/07,02:00,5.5,0.2,89,347,0.7
2022/08/07,03:00,4.8,0.1,88,336,1.3
2022/08/07,04:00,4.4,0.0,87,358,0.0
2022/08/07,05:00,4.3,0.0,87,115,0.0
2022/08/07,06:00,4.3,0.0,87,17,1.3
2022/08/07,07:00,4.5,0.3,83,21,0.7
2022/08/07,08:00,5.5,0.0,78,47,0.1
2022/08/07,09:00,6.4,0.1,77,33,1.0
2022/08/07,10:00,8.3,0.1,62,42,0.5
2022/08/07,11:00,10.4,0.0,51,0,1.9
2022/08/07,12:00,12.1,0.0,51,357,2.3
2022/08/07,13:00,12.9,0.0,52,355,3.5
2022/08/07,14:00,12.3,0.0,56,350,3.3
2022/08/07,15:00,10.5,0.0,57,338,3.0
2022/08/07,16:00,9.1,0.0,71,328,2.6
2022/08/07,17:00,7.6,0.1,86,311,1.4
2022/08/07,18:00,6.2,0.0,89,70,0.1
2022/08/07,19:00,5.4,0.0,89,97,0.2
2022/08/07,20:00,4.4,0.0,80,96,2.3
2022/08/07,21:00,4.7,0.0,82,95,2.2
2022/08/07,22:00,4.9,0.0,81,91,2.2
2022/08/07,23:00,4.8,0.0,82,97,1.9
2022/08/08,00:00,4.3,0.0,87,82,1.7
2022/08/08,02:00,4.0,0.0,84,2,2.7
2022/08/08,03:00,4.1,0.0,85,27,2.2
2022/08/08,04:00,3.7,0.0,84,25,1.7
2022/08/08,05:00,3.3,0.0,86,20,2.1
2022/08/08,06:00,3.0,0.0,86,68,1.3
2022/08/08,07:00,2.8,0.0,86,48,2.0
2022/08/08,08:00,5.4,0.0,68,48,1.1
2022/08/08,09:00,8.0,0.0,64,118,0.4
2022/08/08,10:00,8.3,0.0,70,38,1.6
2022/08/08,11:00,8.8,0.0,64,40,2.8
2022/08/08,12:00,10.1,0.0,54,12,2.8
2022/08/08,13:00,11.7,S/D,50,35,2.8
2022/08/08,14:00,10.3,0.0,57,15,2.7
2022/08/08,15:00,9.6,0.0,56,12,3.7
2022/08/08,16:00,11.6,0.0,57,356,2.7
2022/08/08,17:00,9.2,0.5,83,2,1.3
2022/08/08,18:00,6.4,0.0,89,210,0.1
2022/08/08,19:00,5.4,0.1,88,132,0.1
2022/08/08,20:00,4.7,0.1,80,93,0.6
2022/08/08,21:00,4.2,0.0,80,102,0.9
2022/08/08,22:00,4.6,0.0,75,108,1.6
2022/08/08,23:00,4.1,0.0,77,104,2.0
2022/08/09,00:00,4.7,0.0,75,90,1.4
2022/08/09,01:00,4.8,0.0,78,80,1.7
2022/08/09,02:00,4.8,0.1,80,90,1.6
2022/08/09,03:00,4.5,0.1,88,67,2.2
2022/08/09,04:00,4.2,0.1,87,32,1.5
2022/08/09,05:00,4.4,0.0,88,39,1.7
2022/08/09,06:00,4.4,0.0,84,49,3.8
2022/08/09,07:00,4.6,0.0,83,42,3.8
2022/08/09,08:00,5.8,0.0,70,45,3.1
2022/08/09,09:00,6.2,0.0,76,21,2.6
2022/08/09,10:00,8.1,0.0,59,60,2.4
2022/08/09,11:00,10.0,0.0,58,68,1.9
2022/08/09,12:00,11.1,0.0,57,38,1.5
2022/08/09,13:00,10.5,0.0,57,8,2.9
2022/08/09,14:00,11.7,0.0,52,27,2.2
2022/08/09,15:00,11.5,0.0,60,355,3.3
2022/08/09,16:00,10.2,0.0,57,304,1.0
2022/08/09,17:00,8.5,0.0,62,276,1.6
2022/08/09,18:00,6.9,0.1,79,263,0.5
2022/08/09,19:00,5.4,0.0,84,126,0.4
2022/08/09,20:00,4.5,0.1,86,137,0.7
2022/08/09,21:00,4.9,0.0,82,80,1.0
2022/08/09,22:00,4.6,0.7,92,96,1.0
2022/08/09,23:00,4.8,0.0,81,57,2.6
2022/08/10,00:00,4.9,0.0,80,64,3.7
2022/08/10,01:00,4.6,0.0,83,67,3.7
2022/08/10,02:00,4.3,0.0,73,63,4.3
2022/08/10,03:00,4.3,0.1,71,66,4.2
2022/08/10,04:00,4.4,0.0,79,95,2.5
2022/08/10,05:00,3.8,0.0,81,110,1.1
2022/08/10,06:00,3.7,0.0,83,71,2.9
2022/08/10,07:00,3.9,0.0,76,59,2.8
2022/08/10,08:00,5.3,0.0,70,69,1.0
2022/08/10,09:00,6.8,0.0,71,127,1.0
2022/08/10,10:00,7.0,0.0,73,96,1.4
2022/08/10,11:00,8.4,0.0,61,111,1.6
2022/08/10,12:00,8.8,0.0,69,113,1.4
2022/08/10,13:00,9.3,0.0,62,63,1.4
2022/08/10,14:00,8.1,0.1,80,119,2.1
2022/08/10,15:00,8.3,0.1,72,57,1.0
2022/08/10,16:00,7.0,0.4,90,38,1.7
2022/08/10,17:00,5.7,0.0,90,113,1.2
2022/08/10,18:00,5.8,0.5,89,63,1.4
2022/08/10,19:00,5.2,0.0,91,65,0.8
2022/08/10,20:00,4.8,0.0,93,78,0.6
2022/08/10,21:00,4.3,0.0,92,67,0.5
2022/08/10,22:00,3.9,0.0,91,77,1.0
2022/08/10,23:00,3.8,0.1,87,54,0.9
2022/08/11,00:00,3.9,0.0,89,32,0.4
2022/08/11,01:00,3.4,0.0,89,270,0.0
2022/08/11,02:00,3.5,0.0,86,122,0.1
2022/08/11,03:00,3.7,0.0,85,125,0.0
2022/08/11,04:00,3.7,0.0,79,125,1.1
2022/08/11,05:00,3.6,0.0,82,127,1.0
2022/08/11,06:00,2.9,0.0,84,124,0.3
2022/08/11,07:00,2.4,0.0,82,80,0.1
2022/08/11,08:00,5.8,0.0,65,118,0.1
2022/08/11,09:00,6.6,0.0,66,124,1.9
2022/08/11,10:00,8.8,0.0,53,129,1.4
2022/08/11,11:00,9.4,0.0,46,127,1.9
2022/08/11,12:00,11.6,0.0,42,128,1.5
2022/08/11,13:00,11.5,0.0,41,124,1.6
2022/08/11,14:00,11.3,0.0,49,92,0.6
2022/08/11,15:00,9.7,0.0,61,335,1.5
2022/08/11,16:00,8.8,0.0,68,258,0.4
2022/08/11,17:00,9.0,0.0,67,290,1.5
2022/08/11,18:00,8.0,0.0,74,270,1.5
2022/08/11,19:00,6.5,0.0,77,279,0.5
2022/08/11,20:00,5.3,0.0,74,89,0.7
2022/08/11,21:00,4.6,0.0,72,97,1.8
2022/08/11,22:00,4.2,0.0,77,92,1.8
2022/08/11,23:00,3.7,0.0,77,98,0.3
2022/08/12,00:00,4.3,0.0,74,96,0.5
2022/08/12,01:00,4.4,0.0,71,92,1.5
2022/08/12,02:00,4.2,0.0,74,98,0.7
2022/08/12,03:00,4.1,0.0,72,91,1.3
2022/08/12,04:00,3.3,0.0,74,102,0.0
2022/08/12,05:00,3.6,0.0,71,76,0.0
2022/08/12,06:00,3.8,S/D,71,S/D,S/D
2022/08/12,07:00,3.7,0.0,71,62,2.0
2022/08/12,08:00,6.0,0.0,57,64,1.8
2022/08/12,09:00,9.3,0.0,51,97,0.5
2022/08/12,10:00,9.9,0.0,44,127,2.9
2022/08/12,11:00,11.3,0.0,36,124,2.3
2022/08/12,12:00,11.9,0.0,42,123,2.3
2022/08/12,14:00,10.4,0.0,57,267,0.4
2022/08/12,15:00,9.3,0.0,60,269,1.4
2022/08/12,16:00,8.1,0.0,64,279,1.2
2022/08/12,17:00,8.2,0.0,61,294,1.3
2022/08/12,18:00,8.4,0.0,62,280,1.1
2022/08/12,19:00,6.5,0.0,73,290,0.3
2022/08/12,20:00,5.1,0.0,70,88,0.8
2022/08/12,21:00,4.6,0.0,72,86,2.4
2022/08/12,22:00,4.8,0.0,67,93,1.9
2022/08/12,23:00,4.9,0.0,69,103,0.4
