AÑO / MES / DÍA,TEMPERATURA (°C) MAX, TEMPERATURA (°C) MIN,HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día) TOTAL
2024-04-01,20.3,10.2,81.9,3.2
2024-04-02,20.2,11.6,89.8,13.3
2024-04-03,18.6,10.6,88.1,11.9
2024-04-04,21.2,11.9,92.3,3.7
2024-04-05,21.9,11.9,86.1,1.1
2024-04-06,21.8,11.8,85.9,0.3
2024-04-07,21.6,11.4,84.9,0.1
2024-04-08,21.2,11.9,88.7,0.2
2024-04-09,23.9,11.4,86.0,0.3
2024-04-10,23,11.2,84.3,1.5
2024-04-11,22.2,11.7,87.4,0.6
2024-04-12,24.2,10.6,80.6,2.3
2024-04-13,22.6,11.4,79.7,0.2
2024-04-14,23.7,10.3,80.8,0.0
2024-04-15,23.2,10.4,77.7,0.0
2024-04-16,25.2,10.6,76.7,0.0
2024-04-17,26,10.4,70.1,0.0
2024-04-18,23.1,10.9,71.9,0.0
2024-04-19,24,10,71.2,0.0
2024-04-20,23.2,10.4,77.7,0.2
2024-04-21,19.4,10.6,84.2,2.1
2024-04-22,21.7,9,80.6,0.1
2024-04-23,22.7,10.6,86.0,4.8
2024-04-24,20.5,10.2,84.8,0.4
2024-04-25,21.8,10.1,84.2,0.1
2024-04-26,23.4,10.6,79.9,1.5
2024-04-27,23,10.6,78.6,0.0
2024-04-28,23.8,9.9,81.0,0.7
2024-04-29,21.4,10,83.4,2.2
2024-04-30,23.1,11.4,86.8,1.9
