AÑO / MES / DÍA,TEMPERATURA (°C) MAX, TEMPERATURA (°C) MIN,HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día) TOTAL
2023-06-01,23.3,6.6,64.2,0.0
2023-06-02,22,6.8,61.7,0.0
2023-06-03,22.9,6.9,70.7,0.0
2023-06-04,23.5,8.3,70.8,0.0
2023-06-05,25,8.8,56.9,0.0
2023-06-06,22.1,8.4,73.2,0.0
2023-06-07,22.2,8,73.2,0.0
2023-06-08,22.1,8.7,90.7,0.3
2023-06-09,21.6,8.2,92.5,0.0
2023-06-10,22.2,9.2,91.0,0.0
2023-06-11,21.7,9,93.6,0.0
2023-06-12,23.1,8.8,93.8,0.0
2023-06-13,22.4,9.2,94.1,0.0
2023-06-14,21.8,9.4,94.8,0.8
2023-06-15,22.4,10.1,88.7,0.0
2023-06-16,23.4,9,90.9,0.0
2023-06-17,23.8,8.4,89.5,0.0
2023-06-18,25,8.3,92.3,0.0
2023-06-19,24.5,8.5,85.9,0.0
2023-06-20,25.3,9.1,84.9,0.0
2023-06-21,24.5,10.6,85.9,0.0
2023-06-22,23,8.5,86.9,0.0
2023-06-23,22.7,8.8,88.6,0.0
2023-06-24,22.2,7.5,85.0,0.0
2023-06-25,21.9,5.9,86.5,0.0
2023-06-26,22.8,6.5,88.9,0.0
2023-06-27,21.5,7.2,88.5,0.0
2023-06-28,23.2,7.5,85.6,0.0
2023-06-29,25,8.8,86.7,0.0
2023-06-30,25.2,9.9,81.8,0.0
