AÑO / MES / DÍA,TEMPERATURA (°C) MAX, TEMPERATURA (°C) MIN,HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día) TOTAL
2022-04-01,16,11.9,95.2,8.8
2022-04-02,19.5,11.6,89.1,16.7
2022-04-03,19.6,12.3,84.3,2.4
2022-04-04,19.4,11.4,88.2,8.1
2022-04-05,20.3,10.4,86.6,0.1
2022-04-06,19.4,10.4,83.9,2.5
2022-04-07,21,11.3,82.5,0.0
2022-04-08,19.3,11.4,84.5,1.8
2022-04-09,19.4,9.5,89.6,4.5
2022-04-10,19.7,9.8,87.4,4.4
2022-04-11,18.7,11.9,86.8,0.6
2022-04-12,22.2,10,80.4,0.6
2022-04-13,21.8,10.4,74.6,0.3
2022-04-14,21.2,11,82.0,0.6
2022-04-15,19.3,11.2,85.4,3.3
2022-04-16,22.3,10.5,77.0,0.0
2022-04-17,21,9,79.0,0.1
2022-04-18,20.4,9.8,80.7,0.0
2022-04-19,20.9,9.6,79.8,0.0
2022-04-20,20.6,9.9,80.9,4.8
2022-04-21,17.6,9.7,88.2,0.2
2022-04-22,21.6,9.8,81.4,2.9
2022-04-23,20.9,10.8,81.4,1.9
2022-04-24,20.2,9.4,81.1,0.8
2022-04-25,19.7,10.3,77.4,0.1
2022-04-26,20.4,10.6,77.3,0.0
2022-04-27,21.5,11,74.1,0.0
2022-04-28,20.1,10.9,80.4,0.0
2022-04-29,23.2,9.9,75.2,0.0
2022-04-30,23.3,11.5,71.5,0.0
