AÑO / MES / DÍA,TEMPERATURA (°C) MAX, TEMPERATURA (°C) MIN,HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día) TOTAL
2022-06-01,21.4,8.4,65.3,0.0
2022-06-02,20,9.4,68.9,0.3
2022-06-03,20,8.6,73.2,0.6
2022-06-04,18.2,9.3,89.4,0.0
2022-06-05,21.3,11.2,89.0,0.0
2022-06-06,23.2,9.4,94.0,0.0
2022-06-07,20,9.9,86.0,0.0
2022-06-08,18.5,9.3,92.7,0.0
2022-06-09,23.1,9.8,88.6,0.0
2022-06-10,20.6,9.1,91.8,0.2
2022-06-11,19.2,8.9,91.2,0.0
2022-06-12,22.4,8.5,87.2,0.0
2022-06-13,23.1,9,83.0,0.0
2022-06-14,21.9,8.7,84.3,0.0
2022-06-15,20.1,7.9,87.1,0.0
2022-06-16,22.6,8.3,83.0,0.0
2022-06-17,20.5,8.1,86.0,0.0
2022-06-18,20.6,8.2,88.1,0.2
2022-06-19,18.2,7.9,87.4,0.0
2022-06-20,21.6,8.9,87.3,0.0
2022-06-21,23.4,9.3,84.7,0.0
2022-06-22,20.2,8.4,85.2,0.0
2022-06-23,21,9.9,81.0,0.0
2022-06-24,20.6,8.2,85.3,0.0
2022-06-25,21,9.1,81.2,0.0
2022-06-26,19,8.9,89.4,0.0
2022-06-27,21,7.2,86.6,0.0
2022-06-28,21.2,7.7,86.9,0.0
2022-06-29,21.5,7.7,84.4,0.0
2022-06-30,22.1,7.6,87.4,0.0
